gene,HP22068_G11,HP22068_G2,HP22095_G11,HP22095_G2,HP22182_G11,HP22182_G2
MAP2K3,434.0838016,618.7569658,777.2395086,593.1399268,1086.162717,772.5887202
KCNJ12,1,3,2,3,3.209150272,2
LINC02693,211.1724442,340.5261,614.8378045,481.6042042,636.1791616,458.0629349
AC138761.1,4,3,3,0,4,4
AC132825.3,4,3,7,4,6,7
MTRNR2L1,4.963494225,5.849479623,0,0,37.2762923,69.78503398
WSB1,3211.431379,4206.975839,4348.464131,3184.025638,4502.146557,6406.508604
AC026254.2,6.780325955,16.46621424,20.43959827,7.782036716,36.8027498,22
KSR1,175.284095,221.7855085,905.3364237,162.6026126,220.989402,289.7510377
AC069366.2,4.261065145,6,8,6,14,8
LGALS9,287.052403,388.9643667,462.3268741,405.6760959,600.2048881,534.6955424
AC005697.2,5,8.582933258,17,9.306639648,7,17
LYRM9,214.0997966,298.6994655,497.436922,395.2403558,575.4382842,440.5669819
NLK,266.1378112,318.3527966,3728.846115,432.9496903,672.5877093,469.3400901
ERVE-1,21.07425798,17.64298082,10,13,37.15427738,34.24086595
TMEM97,223.64587,278.1625074,289.2499108,241.1634631,579.6341748,336.1760151
IFT20,1035.178682,1631.303027,2401.705711,1906.845716,3479.717758,2334.163693
TNFAIP1,446.8354289,502.7813375,638.1429365,410.8522586,869.1564701,681.1971922
POLDIP2,555.599138,792.15282,1363.351142,962.4431865,1749.23555,1005.65631
TMEM199,338.1163857,600.2197652,897.604843,549.1278358,1276.764566,728.7318511
AC002094.2,4,4,9,4,0.5093675,2
SARM1,191.1226718,285.2858273,907.0429387,250.0308722,442.4780813,378.6566187
VTN,161.2551469,172.1230205,137.1025619,75.43025732,75.87885245,62.11029355
AC002094.4,22,47.35719298,22.70873662,69.2414396,103,25.29894394
SLC46A1,174.2315198,238.0687425,384.7375455,290.2685717,590.2289041,350.2089298
AC015917.2,12.08725243,24.57650178,55.16922351,59,72.30493306,31.80094696
AC005726.1,74,55.00660168,206.8746011,53.86687591,30.25758531,39.89005312
UNC119,487.0331513,662.5291262,1066.6426,755.6196769,1055.280695,669.1519621
PIGS,408.8099296,606.0295696,918.591386,589.8663068,1092.565152,840.6670002
ALDOC,231.5940516,469.5584107,544.2823965,462.5616942,1036.828237,771.1906831
SPAG5,20,30,26.62763907,25.40483548,43.64280431,36.23416625
SPAG5-AS1,15.45531648,16.63834884,63.99415881,10.26767585,52.0205907,38
AC005726.3,32.19306349,28,17.46709724,31,20,33
AC005726.5,37.76162187,40.69806502,38.41682187,56,29.58943111,36.26185441
RSKR,79.66655112,76.77048589,89.91389389,29.61085803,44.33497308,72.44565787
KIAA0100,675.9531965,947.0396718,1726.668544,1090.707069,1904.322097,1216.702784
AC005726.2,6,2.400539513,1.37432529,0,1.813391555,8
SDF2,1319.33041,2056.898496,3368.110309,3041.714051,4397.423116,2566.054169
SUPT6H,836.7517874,1052.734072,2228.549803,1309.714926,2610.386052,1977.682098
AC010761.3,7,6,14,3.292304175,0,1.764580767
PROCA1,18,14.22469094,30.44795916,6.873372459,35.33024522,47
RAB34,295.5165415,341.8368725,328.2909822,317.8048083,891.6049472,724.6166282
RPL23A,31676.28547,53500.21313,76779.32028,62640.00802,91383.8228,57465.14033
AC010761.1,5.113916653,0,4.445112967,0.577008312,3.388498006,0.950685856
TLCD1,195.427623,370.5195296,514.8045699,451.8018522,484.0398282,284.72172
NEK8,98.09238774,180.3571668,220.6344783,176.5805854,189.6094517,230.3056972
TRAF4,457.1825321,683.1173225,783.4029431,628.1163589,806.555059,756.5863043
FAM222B,347.503318,525.4848992,2790.49934,620.02523,1187.46493,702.9953475
ERAL1,274.7326345,408.5868709,670.1976981,460.1741925,880.8296798,496.8757075
FLOT2,359.4229688,569.7377334,785.5066335,463.3730065,728.2114012,587.8902942
AC024267.6,1.937739327,3.869735661,4,3,2,0.347453039
DHRS13,132.0855446,228.7165267,338.6053841,189.7777266,382.9243493,285.5975843
PHF12,323.1427482,441.2700605,865.3725085,446.2182162,720.4763468,688.8092755
AC024267.4,8.145481376,6,105.2449014,7.891353781,9,6.647357603
PIPOX,163.6042639,207.7387596,497.3535856,239.4601077,1140.761813,393.8866346
SEZ6,169.7256166,298.7679865,738.1931857,285.3415008,372.3184826,246.9114613
MYO18A,111.5714524,123.3731575,393.5642688,196.5454331,235.6702849,235.9668016
TIAF1,15,13,18,3.555047198,24,21.82739507
CRYBA1,5,4,0,0,4.194017914,5
NUFIP2,1782.725569,2074.526833,4036.78418,2473.953316,5010.488999,3941.252224
AC068025.2,8,9,22.49209493,1.93339219,11,17.06417421
TAOK1,1582.503636,2069.639683,5559.241709,2422.414635,4239.088752,3608.204993
ABHD15,371.6268289,592.5649217,1158.10816,835.4249283,1274.488021,886.7737687
ABHD15-AS1,4,4,485.2746307,4,4,0
TP53I13,1342.857333,2098.388421,2777.469688,2228.728171,2244.634987,1199.216713
AC104564.3,19,10,31,24,46,26
GIT1,410.0747505,614.3671843,881.9227751,719.8541439,874.2384729,571.836975
ANKRD13B,20.43367517,65.84538475,61.89315321,37.10378463,62.23211483,47.73535719
CORO6,3.629306302,13,22.73311611,6.110391373,13,8
SSH2,696.2006271,1003.561739,9164.377246,1140.163828,1802.949479,1215.26887
AC104564.5,8,8,8.836709581,14,1.39684166,11
AC023389.1,6.015519727,13,385.9250491,5,7,8
AC104982.2,15,6,50,7,2,8
EFCAB5,21.95955402,26.82837253,182.6964574,42,40.09835235,36.49557359
NSRP1,2180.446182,2694.654558,5506.065493,2967.580645,6995.106195,5044.006921
AC104984.3,46,40,51.32148168,25.91111004,25.2027023,27.05310705
AC104984.5,17,20,54,15,14,38
SLC6A4,140.5261178,205.562928,422.4540529,263.3538919,450.708061,239.4848809
AC104984.1,5.541765038,2,13.2851566,6,11,6
BLMH,442.0134389,665.3299919,1297.67406,717.256441,1717.899236,1051.504312
CPD,1123.274612,1780.877936,3015.945572,1479.4022,3810.354115,3214.418275
GOSR1,1353.001358,2074.290232,3961.623108,2818.526568,4539.845953,3157.335591
AC011840.1,10.73104439,16.85866051,0,0,0,0
AC005562.1,333.7665016,471.0167795,1446.601751,507.2556159,947.5490031,700.1642519
AC127024.3,2,0,5,0,0,4
AC127024.2,10,13,75.87714828,6,11,23.22853265
CRLF3,219.1934392,213.2189583,1507.382605,186.3409762,214.8278066,257.7492857
AC127024.4,7,8,6,11,2,8
AC127024.5,60,45.86639893,85,59.86963427,83.77975392,52.23166154
AC127024.6,40,31.0386941,69.78788026,33.97274954,36.86505805,41
ATAD5,136,147.6565982,268.5411749,162.0500535,208.0572552,203.3928094
AC130324.1,10,9,19,9,12.63055226,22
TEFM,463.3698174,563.0931051,1081.373029,502.7526859,1177.786545,789.5571874
AC130324.3,8,4,3.161433979,7,6,7
ADAP2,223.8498901,268.1862284,547.5681422,296.0939639,627.4781234,360.7214014
AC138207.5,11,6,4,4,9,6.027698266
RNF135,100.5246624,198.9454733,292.0408447,247.3225561,449.6508247,287.5703887
AC138207.4,5.428512,6.297838913,12,2.912947038,8.407132812,7.649045492
AC138207.7,63,69.03874005,47,15.97956492,63.54826483,123.3471669
AC138207.2,13.37045754,23,114.4795843,4.915770464,42,18
NF1,1224.061822,1518.082798,8877.005336,1554.474949,3259.863926,2844.633933
AC079915.1,65,40.6841012,82.60714315,62,34.56844556,75.37431475
OMG,46,20,298.1858541,23,10,15.52465916
EVI2B,91.74037794,59.80506194,279.3713332,104.5186329,165.0405804,114.1453877
EVI2A,63,38.01193874,76.47029469,87.53279016,102.8226139,70.99515508
RAB11FIP4,224.2305931,281.3635316,704.0972789,187.1998732,341.5838784,334.7570003
AC003101.2,2,7,7,10,22,8.081597104
COPRS,1689.333443,3459.264604,4003.308247,3668.989245,7008.350733,4386.596823
UTP6,423.1208993,615.7880161,958.9193292,692.9724843,1361.070654,989.5416328
AC004253.1,3,0,156.7796494,0,0,0
SUZ12,1071.542013,1560.137969,2674.223431,1900.515389,3569.636011,2935.049117
LRRC37B,117.7310473,190.5296517,554.0895725,174.2968191,275.2766509,275.6795486
AC116407.2,53.68314172,113.4001154,99.99922832,134.2926041,155.4855201,134.7619346
AC116407.1,54.88278272,48.46270397,176.6293949,111.69453,59.22385588,40.62482899
RHOT1,455.6981037,745.719937,2105.662917,809.5744046,1488.495452,1082.047599
RHBDL3,4,12,30.2824899,8,19,7.353581883
C17orf75,513.6060783,830.8716374,1184.941928,1210.665689,1687.823988,1147.650262
ZNF207,2144.359663,2367.015455,4472.203292,2489.949687,4192.575762,3480.787193
AC005899.6,14,23,38,10.96610633,22,19
AC005899.7,19.26151154,14.91576303,23,5.29232616,11,20
AC005899.5,5,9,21.80208169,6.24919438,4,12
AC005899.8,6,4,26.85778425,3,7,12
PSMD11,1201.332531,1897.744637,3307.725786,2122.693404,4548.37666,2742.906967
CDK5R1,169.1359961,252.5974752,447.4611973,329.294824,346.2881397,381.8718294
MYO1D,1000.952399,1744.490567,9530.275811,2139.145537,3251.622008,2615.181949
AC079336.5,33.45854974,40,56.55793154,53,25.93191694,33.47637992
AC079336.2,3,2,3,0,3,5
AC079336.4,3,0,208.3335299,0,3,3
AC025211.1,6,12,266.0300104,0.785383363,8,6
AC084809.1,14,12.96101596,22,22,15.77641661,10.22297597
AC084809.2,8,13,21,2.526864199,32,9
TMEM98,279.2731792,427.6314238,314.779498,366.0727818,663.4087862,548.5340774
SPACA3,1,0,4,9,6,0
ASIC2,4.577070346,2.239532577,1039.671991,1.590603098,8,5.96668714
AC024614.4,4,5,11,3.268018788,2,0
AC024610.2,51.60724194,69.35690204,411.1026347,291.5681254,191.5194039,128.6780596
AC004147.5,2,5,11,6,2,7
AC004147.2,3,0.733429826,22,4.920922762,9,4
CCL2,2003.876255,4438.657212,1220.541491,2569.802557,4637.343748,4561.12065
CCL7,19,0,5,7,16.43263698,7.303317172
CCL11,208.0585439,346.7922116,806.3724452,352.3900736,31.72960706,9.554775054
CCL8,19,17,8,30.02980631,28.05164555,0
CCT6B,38.48444874,86.17018185,173.4307524,100.8677704,105.255191,122.7196201
ZNF830,443.9024481,679.1687284,749.6060882,687.327266,1721.387871,1258.514656
LIG3,374.6938613,338.3796514,552.9678612,469.5557975,630.7213232,520.2071011
RFFL,373.5100208,304.6184156,1834.840972,347.6111459,498.5750612,351.3506149
AC004223.4,4,5,25,9,7,3
RAD51D,213.0512414,247.9526051,459.4452335,303.1199391,504.0400492,374.7849369
NLE1,49.14421774,98.33318498,151.0812743,115.7710145,194.0592558,161.1062519
AC022916.1,5.971807201,27,69.76037812,16,40.19703829,20.68853198
SLFN5,837.559449,829.3779764,644.2448614,529.6200277,1269.534668,1370.152254
SLFN11,31,56.12786557,61.0666165,67.77966752,172.1251348,214.0052566
SLFN12,45.69505939,59.85818949,78.87108293,102.3823679,165.7387269,111.6114594
SLFN13,10,11.79701497,4.516506597,6.516839064,9,18
SLFN12L,2,0,3.368485488,7.376628735,8,11
SNHG30,449.0558697,733.9029245,1118.142162,759.1173149,1573.769575,812.460806
PEX12,45.28493573,108.5834552,147.9052727,66.85797482,300.1957275,171.9029513
AP2B1,1733.781083,2287.520632,4308.236271,2588.368549,6261.615358,4066.207064
TAF15,787.7436896,1489.974101,5083.277169,1657.901559,3171.935074,2421.839767
RASL10B,28.9633721,41.9278877,40.81152983,28.10141954,94.05039914,76.73192548
MMP28,72.63445721,90.60131226,101.5476539,113.4859802,129.7827178,145.8153478
C17orf50,2,14,0,4,10,8
AC015849.3,10,6,264.7328729,1.606766411,3,10
AC015849.4,25,33,36,23,52,28
AC015849.1,3,0,3.122006688,0,0,4
CCL5,16.60560714,22.42262468,26.3989657,136.6053517,153.4531684,132.9593288
RDM1,2,5,5,9,0,9
CCL15,5,7,38.19246591,45,69.67495825,39.36497114
CCL18,511.5442545,553.1533825,688.891418,132.7830409,296.7252118,148.2045408
AC243829.4,3,0,13,0,0,0
CCL3,335.5573181,343.3680677,227.6322643,132.5482983,534.7259084,199.7694119
CCL4,195.4452539,183.3617609,303.413046,141.8607407,417.2619018,321.2360908
CCL3L1,39.35639833,50.63240586,28.21125413,27,147.5828548,66.30710028
CCL4L2,179.3987946,138.8448779,119.3275154,134.4699083,395.2942924,109.2754146
ZNHIT3,954.4685961,1673.366081,2051.839565,1781.864979,2803.580466,1774.898512
MYO19,319.5083046,328.6204095,1164.753604,266.9541817,359.3900363,278.9869235
PIGW,98.0679416,101.4833986,213.3932386,188.2972576,305.3446434,194.9221426
GGNBP2,1410.070122,2198.701299,3406.313003,2085.988672,4496.072058,3755.160822
DHRS11,195.071459,311.8737908,473.5075159,295.6140888,561.1715883,300.5358398
MRM1,89.57416538,135.3048011,280.5407631,105.4260688,295.3181507,160.870346
AC243830.2,9,9,0.9597205,6,3.474790332,12
AC243830.1,0.715892747,3,1.891384594,2.269740507,16.69129249,7.822816314
AATF,379.8381671,798.4009004,1428.107346,716.2260756,1615.332695,1300.07641
AC244093.4,5,5,12,7,3.957635764,15
ACACA,456.9627272,655.3862743,4858.331057,853.4221476,1509.73964,1084.453628
C17orf78,3,2,55,4,6,7
TADA2A,255.2162089,288.5049431,900.0853458,359.5915659,847.9129689,630.7308823
AC243654.1,4,8,7,3,5,9.538861861
DUSP14,181.7747709,363.1898735,468.0013587,356.1855174,825.0577372,581.2883985
SYNRG,1218.667575,1611.911036,3540.356751,1780.699464,3343.649889,2568.022974
DDX52,1056.955123,1178.008129,1713.20082,1210.150014,2917.226283,2027.148669
HNF1B,206.2758128,226.8831856,408.8720247,133.3732949,145.4842208,169.7366364
TBC1D3L,49,40,14,8,13,28.22237852
MRPL45,379.7396779,591.1460591,866.3261917,757.1816493,1222.501809,847.1698583
GPR179,4.000722047,9,13,4.166704347,4,6.268356422
SOCS7,195.8920078,296.0300146,599.3578351,249.769867,504.5735001,363.9545451
ARHGAP23,31.62908282,33.95643476,68.85178309,53.82434062,125.1503871,122.4702628
AC244153.1,4,10,9.513991315,10,44.86209474,29
SRCIN1,99.35121305,137.128343,288.0338627,104.3600383,202.343413,165.5083665
EPOP,18,21.52484965,16.4294126,10,19.228705,17.71207339
AC006449.6,61.86841242,133.6232815,123.0921368,124.1558636,316.2835141,133.3867501
AC006449.2,20,19.13568839,22.12385591,33,65.74537898,37.00576415
MLLT6,570.3961591,750.1622931,782.9753988,599.6962058,983.34647,927.214298
CISD3,1944.093971,2587.121704,4420.704634,3342.89419,4737.179349,2698.081302
PCGF2,625.005745,1188.554356,1570.509605,1337.593594,1619.604624,990.3385205
AC006449.5,15,28.09092723,21.12465749,21,46.42898113,30
PSMB3,4466.264835,6910.185797,10479.38764,7179.749996,12403.61043,6889.632695
PIP4K2B,291.976208,393.7941398,771.8996593,385.4126117,707.5445411,569.0510199
CWC25,662.7853091,881.8316335,1300.127699,1100.683961,1947.779184,1329.069513
RPL23,28669.69386,40122.74655,50984.47981,51226.35959,76282.45099,50851.05067
LASP1,615.4198561,958.1008337,1428.02046,904.2175763,1200.858746,1157.501958
AC006441.1,9,4,3.765761029,0,0,3.855010818
AC006441.3,3.614217792,2.709635268,0,0,1.635396264,3
LINC00672,32.27615034,36.21358725,26.39978429,17.84872936,29.07758539,25.44799883
FBXO47,3,0,8,0,3,3
PLXDC1,155.8203725,173.1656526,334.9009522,252.8890369,643.2655162,642.9371134
AC091178.2,5,0,3.030540988,0,2.943866531,2
CACNB1,15.91063564,29.22225886,15.84463371,16.12341435,20.97064518,47.78254291
RPL19,41700.42178,70839.91552,93653.17642,88316.51302,137123.993,85463.54331
STAC2,12,4,7,6,8,23
FBXL20,260.7313454,361.6907586,1898.658053,288.1457791,582.7325563,484.2232588
AC005288.1,19,12,5.50859734,2.193188969,24,14.56933197
MED1,569.6757263,769.8177021,1528.125819,849.5342071,1762.24811,1313.040565
CDK12,1008.875701,1220.954089,2581.587691,1208.855435,2814.130665,2175.804317
AC009283.1,52.84914846,69.54501313,53.46147148,31.89984205,52.74664846,41.28318334
PPP1R1B,24.23865027,6.1969487,28.33069234,31.85935444,32.12866147,24.25839824
STARD3,371.3361682,555.8797138,1107.492717,758.3149003,919.870856,634.8912526
TCAP,3.54157744,10,15,5.83275741,12.25592302,9.563150125
PNMT,8.55905194,14.9433254,15.52123313,15,10,7
PGAP3,99.28589795,121.234979,212.7782684,118.2007045,156.8594109,154.138746
ERBB2,153.3273174,158.180509,160.0313292,114.241264,152.1184542,161.5150518
MIEN1,2386.686763,3595.072605,5134.210539,4450.698597,6135.083849,3341.560267
GRB7,89.89935418,136.3749176,202.6184271,98.76584164,103.6416773,136.4421974
IKZF3,14,10,28.9829223,6.334510299,39.03661947,19.71438507
GSDMB,30.25306787,42,88.60574507,35,20.00796709,38.04030039
ORMDL3,207.9703545,325.8000899,390.1406643,389.135557,720.8049814,441.9091277
AC090844.2,1.585808915,4,49,13,11,3.042246838
GSDMA,1,0,5.217737807,0,7,5
PSMD3,952.7739741,1390.981722,2196.962263,1140.320946,3065.928808,1634.649529
MED24,278.3072769,367.597346,702.7949294,318.4135423,555.5366575,402.3221143
THRA,595.9033255,724.3216582,1079.525683,1171.518502,1580.980983,1323.846563
NR1D1,300.7829229,477.9753953,310.0370222,403.7288418,393.9023904,538.4739823
MSL1,834.0743173,1202.551673,1687.13536,1120.220477,1891.950209,1465.005303
CASC3,653.833931,896.7232807,1502.87341,1132.214857,1797.846207,1621.886543
RAPGEFL1,24.92283893,46.65591046,145.4654918,42.08508314,69.90490703,31.35838645
WIPF2,552.5463837,805.1830417,1969.399053,899.3484772,1601.038323,1186.837665
CDC6,34.04240044,8.591015526,38.88139576,27.95895572,125,51.11379303
RARA,155.826557,257.8708136,228.6134522,197.2656702,644.5157446,468.6902259
RARA-AS1,110.1628,113.2678591,192.19412,123.0397797,345.2136675,266.2179046
GJD3,19.53257496,24,40.0415712,35,67.12981147,34.15176121
AC080112.1,6,0,0,0,4.909345749,12
TOP2A,108.0586495,149.9604752,352.0035896,379.555208,375.0363436,335.4449435
IGFBP4,923.0060244,1132.851247,2544.572859,1910.20052,4636.516625,1994.891235
SMARCE1,2340.318828,3161.001269,4416.858909,3799.208892,7018.751081,4829.785581
AC073508.3,32,81,114,112,138.1295744,106
KRT222,347.2322699,603.4356942,980.5073305,602.9591678,1734.230015,755.6633998
KRT10,5252.610114,8832.576785,13358.60945,11941.0209,18156.07706,10174.63039
TMEM99,405.5403107,763.784607,955.540793,954.3382044,2137.359414,1127.333282
AC004231.1,3,0,30.3910387,2,7,1.269640211
KRT23,222.1284737,329.4929579,221.3389056,385.0277904,778.7648391,688.0956203
KRT40,28,19.77846629,21,12,32.10928804,14.72506287
KRTAP1-1,12,13,5.741139132,5,12.68875984,8
KRTAP2-3,15.04037126,58.39715899,24.15785113,76.39866721,28.71400019,12.04429406
KRT15,32,23.41120834,24.92927847,49.32096184,8.273724292,141.6295103
KRT19,5010.054772,8426.998388,3066.2434,6031.21999,5394.770246,8315.125427
KRT17,402.9745673,1004.791763,650.3045421,7505.758875,1488.361985,5214.89839
EIF1,26843.17671,53669.97016,65979.14185,58316.532,105487.7912,68524.18366
GAST,26.24912213,32.67477075,155.8047916,243.8850935,262.4231863,577.2238137
HAP1,207.5559807,159.6768883,219.3963284,127.2547587,334.2769601,466.9434948
JUP,762.8229151,1234.665112,1651.37457,968.9212941,2111.955711,1545.683214
P3H4,377.7100607,419.8886127,866.5614032,549.9914188,1011.886431,647.6417429
FKBP10,225.1423776,250.3280135,312.615862,263.5891041,837.7722019,737.2335794
NT5C3B,666.464604,993.6997207,1666.109276,1238.720278,1642.567166,1059.543668
KLHL10,29,8.656817796,17,3,10,6
KLHL11,61.56665722,110.0213098,176.5962414,99.17983968,339.8308113,410.8649813
ACLY,2274.535069,3541.37289,7912.860954,4737.759788,7817.233521,4805.555612
AC125257.2,3,5,2,2,5,0.516898346
TTC25,60.59566593,62.10723535,223.4309803,70.35538377,200.1159083,110.9743532
CNP,934.0496755,1484.026633,1457.012493,1170.107885,2589.375824,1707.680772
DNAJC7,2019.503368,2826.320389,4588.74379,3361.876356,7446.634393,4839.867091
NKIRAS2,247.6794344,413.0802687,611.8029177,479.5310046,839.0544209,515.2032773
ZNF385C,6,7.644593581,14,6,4.791673212,3.17020264
C17orf113,12.76338775,19.30271555,4.926414838,13.03908688,47,9.081438545
DHX58,46.90640911,49.64289195,54.29456166,82.04112983,84.45043256,75.61820864
KAT2A,186.8599479,277.1733733,402.3433392,260.6104544,389.4632589,273.2835411
HSPB9,77.97625406,122.07728,210.3702511,145.8154665,199.5534149,53.44763561
RAB5C,1744.182294,2838.929769,4552.600313,3165.51365,5276.936796,3113.169807
KCNH4,4,3.133301858,20.88564944,0,3,3
HCRT,17,13.89637948,15.78180443,13.0400792,22.28778416,23
GHDC,247.116054,489.5565016,849.0632232,520.2847713,972.6688486,610.0216227
STAT5B,335.3703989,539.5352004,1650.880664,459.6861486,887.5360636,800.8352919
AC099811.4,19,18.16998299,11,11,14,9.529628124
AC099811.1,19,17,8,3.365744348,11.71714495,30
AC099811.5,6,16,11,2.36025524,13.2291353,21.07780847
STAT5A,73.66776705,133,152.5508684,104.4123253,213.4986348,168.8957955
STAT3,2269.38221,4005.370907,7935.35342,4299.839556,9674.27411,8027.316643
CAVIN1,439.8979249,646.5373829,862.0315032,629.9490767,2343.400378,1372.908585
ATP6V0A1,1258.928407,1699.950517,4007.682238,2180.172213,4044.312479,3335.988597
AC107993.1,48.9241921,45,58.60669139,38.74539097,59,62.93752944
AC067852.3,122.445243,165.1426761,235.7395283,56.56567224,149.9981363,206.5709523
NAGLU,546.855802,892.6667249,1830.784789,877.7138535,1443.564077,1197.359657
HSD17B1,127.8021069,207.4180316,229.1902322,280.2014966,339.4371892,286.7828252
AC067852.2,81.4222297,181.8543838,265.9785836,158.9658056,299.491103,218.9580327
COASY,546.3814998,701.1481873,1035.49676,714.1196249,1344.446308,832.4072313
MLX,738.7881593,1251.268301,1589.697182,1507.87106,2058.679125,1379.578502
PSMC3IP,112.3819397,113.66517,107.2701837,39.78039733,160.6096437,169.1441421
AC067852.5,37.02970221,79,102.8626659,91.17360165,187.9040478,105.5563493
RETREG3,417.2479026,629.6429765,1140.558356,535.5003759,1092.374548,733.5442378
TUBG1,460.6537122,536.7999136,948.2936389,521.1381195,1243.243426,496.4301643
TUBG2,146.1799508,175.0820124,375.1193721,183.7316639,277.8206381,210.5835675
PLEKHH3,262.2140818,368.4863871,501.437879,293.9157212,618.9171676,458.7036831
CCR10,42.26299947,64.4980781,151.2123449,146.0484138,244.0702366,152.3409203
AC100793.2,120.2726947,130.1975375,302.2430086,198.6946469,347.2035797,369.7509083
CNTNAP1,43.64815897,67.87850768,133.4149345,61.83649365,74,82.86441402
EZH1,445.646003,612.240857,1074.291644,696.9370172,1107.940406,915.3386912
AC100793.4,2,4,13,4.228698695,5,3
RAMP2-AS1,20.42885189,40,67,18.26384639,44.64799275,35.51924485
RAMP2,361.394389,563.4296796,1344.504556,1126.170045,2462.648486,922.4919898
VPS25,1294.400073,1779.76952,2779.562727,2118.242251,3533.415206,2222.129261
WNK4,103.7861376,98.61447143,240.361209,102.0673643,132.6377628,91.39995403
COA3,3317.910814,4851.667834,9017.565125,6932.614167,9336.297026,5244.095882
CNTD1,34.75099405,19.23530921,18.37651397,19.01537931,43.23099403,50.81604478
BECN1,621.6540894,1054.853335,1777.132232,1186.685689,2552.673102,1644.983367
PSME3,378.5568394,638.6065281,944.3442075,703.7721811,1412.857586,907.1294126
AOC2,12,18,33,13,22.17452856,27
AOC3,7.104752624,13.77165349,17.24017949,12.32523244,37,23.10651352
LINC00671,10,11,20,8.500489251,6.787160673,3
G6PC,3,4,0,2,0,0.982738398
AARSD1,471.8310136,877.273248,1120.074323,875.0719061,1829.584701,1218.644007
PTGES3L,13.73661854,51.84838542,75.48902137,40.31536703,75.14252337,45.81690632
RUNDC1,321.6065459,457.3626961,881.2765496,561.1708079,1072.712336,826.988545
RPL27,16683.40449,25256.72635,35725.53061,29748.43829,52342.86844,30042.02254
IFI35,477.6026143,964.7962131,1267.913303,666.8707534,1532.262516,748.5055806
VAT1,1205.997182,2064.905252,3310.663799,2447.521032,4772.944049,2886.601651
RND2,39.74648406,75,144.6424009,92.37497197,145.5286429,49.97257412
BRCA1,104.3304548,146.3167565,385.4325883,119.5704959,215.7270639,175.6273072
NBR2,119.3904874,198.7715159,391.914612,173.71073,286.17076,200.8422944
AC060780.1,270.5925734,320.642115,429.9461267,436.7149078,598.4544479,535.7303825
NBR1,745.6428451,1064.442376,1815.625249,1255.996768,2116.349345,1607.225774
TMEM106A,93,79.31886938,271.5446111,94.74772745,147.2775291,76.50035124
CCDC200,4,0,115.2091792,3,1.888647736,6.590077843
LINC00910,35.51301302,53.95865981,495.0047195,99.9454386,106.3800825,164.4485869
ARL4D,188.432764,567.3763259,410.3213004,401.2823888,1504.662113,906.384458
DHX8,501.0599704,497.6203374,1117.88008,539.9000412,1129.656436,921.559639
ETV4,17.93081746,37,48.70252246,47,65.28901255,61.36968517
MEOX1,3,8,31.4803772,24,3,3
DUSP3,892.285461,1386.400396,2064.441059,1581.797093,2790.980675,2129.232755
MPP3,41.72048389,65.4439184,199.9665966,29.70021026,88.68966147,99.17599279
MPP2,244.9676439,440.2942881,899.0393544,410.6624267,836.6405795,651.9646145
AC007993.3,2,3,6,0,0,0
LINC01976,70.98986982,92.57185485,104,57.85744225,124.6904589,82.65289949
PPY,94267.02023,251684.5542,66372.26082,53732.91117,209888.6084,177975.6876
PYY,441.7885672,842.6075234,759.2806002,388.2977838,242.5388119,180.4324259
NAGS,41.01582724,90.9394089,113.0380738,80.47271046,103.1492342,74.71046956
TMEM101,646.9337585,834.2388204,1370.707684,1062.0154,1635.773752,929.1630894
LSM12,716.2344982,1223.492933,1875.369081,1585.236495,2883.931863,2061.839265
G6PC3,672.3141786,1097.584707,2356.351461,1558.795439,1688.893078,1024.849917
HDAC5,405.4755999,809.0011106,1028.675289,520.5830551,1173.737571,854.3916992
AC023855.1,8,6,34,2,12,6.58589541
C17orf53,6,4,22,1.252332394,9,9
ASB16,29.73461605,47.44683716,148.7189145,34.25747978,52.29779816,59.35480681
ASB16-AS1,116.7395698,154.246555,391.1973818,93.39672908,187.6029389,128.7282738
TMUB2,450.4677124,593.7335928,802.9938975,492.1985401,859.994978,667.5123778
ATXN7L3,269.8205675,329.0616285,344.2815577,360.3126395,716.4417577,497.4690705
AC004596.1,2,0,34.75539941,2,6,3
UBTF,986.8078053,1610.009378,1809.926364,1747.210854,3988.4061,2485.781388
AC003102.1,48.41427515,52.7041912,70.35775491,14.12940445,53.20947096,67
SLC4A1,4,2,3,0,10,2
RUNDC3A-AS1,35.82272547,40.46440317,75.50539951,58,103,44.44019745
RUNDC3A,480.9318172,968.3219574,1247.519792,941.4436442,1475.019792,892.4367829
SLC25A39,1470.017747,2320.546857,3904.798684,2811.327157,4719.011617,2617.755904
GRN,4399.297421,7295.215874,9770.21783,5984.327379,12181.5844,7669.137546
FAM171A2,165.7221348,213.3007463,241.1950755,190.0515409,274.8482513,236.6118734
ITGA2B,5,3.045349066,21.64203045,5,3,3.027279625
GPATCH8,1028.652969,1130.773557,5556.620675,1374.238278,2412.206098,2202.433577
AC103703.1,46.68744615,58,71.85473512,36,65.29511802,43.80681992
FZD2,19.3911617,35,39,32,43.84856429,54.52660499
MEIOC,32,19.97757102,38.48504755,7.423475061,28.36635165,28
CCDC43,379.0774487,596.9913962,738.1354758,561.8757087,1342.179221,883.4473616
DBF4B,32,46,154.4480234,29.89710229,76,89.75255559
GJC1,49.57637911,27.33129473,101.270396,57.30319401,159.8897344,112.4668423
HIGD1B,24,11.39400353,91.97767944,30,189.5663271,60.43481481
EFTUD2,285.2902473,362.8437116,682.8653388,341.2486957,731.2138809,576.1598972
