"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SOD2",0.714952079661421,-0.35226666001849,0.427,0.415,1
"HLA-DRB1",0.733492672061709,-0.487849892605303,0.539,0.514,1
"RNASE6",0.73439493106091,-0.283998772303055,0.404,0.364,1
"HLA-DRA",0.740109271284502,-0.326028583791685,0.533,0.498,1
"CAPG",0.740251706245483,-0.281035171173496,0.768,0.731,1
"MMP12",0.760527105456502,0.398306220364362,0.117,0.126,1
"TIMP1",0.76101751757365,-0.674009999157292,0.542,0.542,1
"PPA1",0.794919283062433,-0.318641046662719,0.395,0.415,1
"SPP1",0.812919143188003,-0.768284147041473,0.223,0.225,1
"LGMN",0.821473434772372,-0.256455142653116,0.513,0.462,1
"SNHG29",0.850280378723748,0.251626328880223,0.682,0.676,1
"BRI3",0.87712367352091,-0.291467364593629,0.742,0.751,1
"CCL4L2",0.901601076406362,0.265956759005202,0.183,0.182,1
"MT-CO3",0.925000209334852,0.460306552486897,0.507,0.538,1
"CCL2",0.925386795794044,0.403333939056297,0.135,0.134,1
"MS4A4A",0.987969079049806,-0.347165446908147,0.407,0.375,1
"SCG3",0.990571797827193,0.272462502467687,0.109,0.111,1
