Protein	Donor	Type	Replicate	Value
ACACB1	4	L	1	3230.056499
ACACB1	4	L	2	2881.231299
ACACB1	4	L	3	8053.950648
ACACB1	5	L	1	11590.96705
ACACB1	5	L	2	14182.80299
ACACB1	5	L	3	10028.59751
ACACB1	6	L	1	12266.67474
ACACB1	6	L	2	12900.46307
ACACB1	6	L	3	14204.12522
FARS2	1	H	1	4080.52
FARS2	1	H	2	0
FARS2	1	H	3	3087.079764
FARS2	2	H	1	0
FARS2	2	H	2	0
FARS2	2	H	3	0
FARS2	3	H	1	0
FARS2	3	H	2	0
FARS2	3	H	3	0
FARS2	4	H	1	0
FARS2	4	H	2	0
FARS2	4	H	3	0
FARS2	5	H	1	0
FARS2	5	H	2	0
FARS2	5	H	3	0
FARS2	6	H	1	5254.786067
FARS2	6	H	2	0
FARS2	6	H	3	4847.952984
FARS2	1	L	1	0
FARS2	1	L	2	0
FARS2	1	L	3	0
FARS2	2	L	1	0
FARS2	2	L	2	0
FARS2	2	L	3	0
FARS2	3	L	1	0
FARS2	3	L	2	0
FARS2	3	L	3	3056.118227
FARS2	4	L	1	0
FARS2	4	L	2	0
FARS2	4	L	3	0
FARS2	5	L	1	2413.615014
FARS2	5	L	2	2094.692512
FARS2	5	L	3	3842.916487
FARS2	6	L	1	2574.653358
FARS2	6	L	2	3873.84703
FARS2	6	L	3	2314.281659
CRYGA	1	H	1	0
CRYGA	1	H	2	0
CRYGA	1	H	3	0
CRYGA	2	H	1	0
CRYGA	2	H	2	0
CRYGA	2	H	3	6179.147364
CRYGA	3	H	1	0
CRYGA	3	H	2	0
CRYGA	3	H	3	0
CRYGA	4	H	1	0
CRYGA	4	H	2	0
CRYGA	4	H	3	0
CRYGA	5	H	1	8116.49713
CRYGA	5	H	2	7445.288952
CRYGA	5	H	3	0
CRYGA	6	H	1	0
CRYGA	6	H	2	0
CRYGA	6	H	3	59107.03521
CRYGA	1	L	1	0
CRYGA	1	L	2	9202.899979
CRYGA	1	L	3	0
CRYGA	2	L	1	17767.23836
CRYGA	2	L	2	0
CRYGA	2	L	3	0
CRYGA	3	L	1	0
CRYGA	3	L	2	0
CRYGA	3	L	3	0
CRYGA	4	L	1	0
CRYGA	4	L	2	0
CRYGA	4	L	3	0
CRYGA	5	L	1	0
CRYGA	5	L	2	32945.63398
CRYGA	5	L	3	0
CRYGA	6	L	1	0
CRYGA	6	L	2	0
CRYGA	6	L	3	0
CRYGB	1	H	1	0
CRYGB	1	H	2	0
CRYGB	1	H	3	0
CRYGB	2	H	1	0
CRYGB	2	H	2	0
CRYGB	2	H	3	6179.147364
CRYGB	3	H	1	0
CRYGB	3	H	2	0
CRYGB	3	H	3	0
CRYGB	4	H	1	0
CRYGB	4	H	2	0
CRYGB	4	H	3	0
CRYGB	5	H	1	8116.49713
CRYGB	5	H	2	7445.288952
CRYGB	5	H	3	0
CRYGB	6	H	1	0
CRYGB	6	H	2	0
CRYGB	6	H	3	59107.03521
CRYGB	1	L	1	0
CRYGB	1	L	2	9202.899979
CRYGB	1	L	3	0
CRYGB	2	L	1	17767.23836
CRYGB	2	L	2	0
CRYGB	2	L	3	0
CRYGB	3	L	1	0
CRYGB	3	L	2	0
CRYGB	3	L	3	0
CRYGB	4	L	1	0
CRYGB	4	L	2	0
CRYGB	4	L	3	0
CRYGB	5	L	1	0
CRYGB	5	L	2	32945.63398
CRYGB	5	L	3	0
CRYGB	6	L	1	0
CRYGB	6	L	2	0
CRYGB	6	L	3	0
CRYGC	1	H	1	0
CRYGC	1	H	2	0
CRYGC	1	H	3	0
CRYGC	2	H	1	0
CRYGC	2	H	2	0
CRYGC	2	H	3	6179.147364
CRYGC	3	H	1	0
CRYGC	3	H	2	0
CRYGC	3	H	3	0
CRYGC	4	H	1	0
CRYGC	4	H	2	0
CRYGC	4	H	3	0
CRYGC	5	H	1	8116.49713
CRYGC	5	H	2	7445.288952
CRYGC	5	H	3	0
CRYGC	6	H	1	0
CRYGC	6	H	2	0
CRYGC	6	H	3	59107.03521
CRYGC	1	L	1	0
CRYGC	1	L	2	9202.899979
CRYGC	1	L	3	0
CRYGC	2	L	1	17767.23836
CRYGC	2	L	2	0
CRYGC	2	L	3	0
CRYGC	3	L	1	0
CRYGC	3	L	2	0
CRYGC	3	L	3	0
CRYGC	4	L	1	0
CRYGC	4	L	2	0
CRYGC	4	L	3	0
CRYGC	5	L	1	0
CRYGC	5	L	2	32945.63398
CRYGC	5	L	3	0
CRYGC	6	L	1	0
CRYGC	6	L	2	0
CRYGC	6	L	3	0
VPRBP	1	H	1	0
VPRBP	1	H	2	0
VPRBP	1	H	3	4447.304436
VPRBP	2	H	1	10584.29721
VPRBP	2	H	2	8152.942365
VPRBP	2	H	3	12446.60383
VPRBP	3	H	1	4522.447856
VPRBP	3	H	2	0
VPRBP	3	H	3	0
VPRBP	4	H	1	0
VPRBP	4	H	2	13390.31775
VPRBP	4	H	3	0
VPRBP	5	H	1	10016.7064
VPRBP	5	H	2	12775.48994
VPRBP	5	H	3	4794.796817
VPRBP	6	H	1	9557.177056
VPRBP	6	H	2	8734.959376
VPRBP	6	H	3	11182.23544
VPRBP	1	L	1	0
VPRBP	1	L	2	0
VPRBP	1	L	3	0
VPRBP	2	L	1	8519.716384
VPRBP	2	L	2	8304.794204
VPRBP	2	L	3	7465.112534
VPRBP	3	L	1	12892.51985
VPRBP	3	L	2	8552.391806
VPRBP	3	L	3	8540.009147
VPRBP	4	L	1	0
VPRBP	4	L	2	0
VPRBP	4	L	3	0
VPRBP	5	L	1	8264.481223
VPRBP	5	L	2	11633.50757
VPRBP	5	L	3	8751.162349
VPRBP	6	L	1	5338.415682
VPRBP	6	L	2	7029.395418
VPRBP	6	L	3	8510.442359
CNNM3	1	H	1	0
CNNM3	1	H	2	1960.63856
CNNM3	1	H	3	0
CNNM3	2	H	1	1812.060166
CNNM3	2	H	2	2763.808195
CNNM3	2	H	3	1251.529637
CNNM3	3	H	1	0
CNNM3	3	H	2	2107.908739
CNNM3	3	H	3	2606.260915
CNNM3	4	H	1	0
CNNM3	4	H	2	0
CNNM3	4	H	3	0
CNNM3	5	H	1	0
CNNM3	5	H	2	0
CNNM3	5	H	3	0
CNNM3	6	H	1	0
CNNM3	6	H	2	1829.599734
CNNM3	6	H	3	1605.503236
CNNM3	1	L	1	1661.290106
CNNM3	1	L	2	1863.822521
CNNM3	1	L	3	0
CNNM3	2	L	1	1647.471586
CNNM3	2	L	2	1740.245609
CNNM3	2	L	3	1250.160491
CNNM3	3	L	1	1661.495898
CNNM3	3	L	2	0
CNNM3	3	L	3	0
CNNM3	4	L	1	0
CNNM3	4	L	2	0
CNNM3	4	L	3	0
CNNM3	5	L	1	0
CNNM3	5	L	2	1650.958819
CNNM3	5	L	3	1190.05828
CNNM3	6	L	1	3896.65464
CNNM3	6	L	2	1310.20983
CNNM3	6	L	3	0
NUP214	1	H	1	19051.6
NUP214	1	H	2	17641.47335
NUP214	1	H	3	11935.83406
NUP214	2	H	1	17078.97997
NUP214	2	H	2	21935.63451
NUP214	2	H	3	17206.55874
NUP214	3	H	1	24388.58859
NUP214	3	H	2	20727.23789
NUP214	3	H	3	20750.37178
NUP214	4	H	1	14065.72341
NUP214	4	H	2	11891.21918
NUP214	4	H	3	9382.04652
NUP214	5	H	1	21547.89799
NUP214	5	H	2	24497.70933
NUP214	5	H	3	20083.42159
NUP214	6	H	1	19369.58948
NUP214	6	H	2	16097.0664
NUP214	6	H	3	18359.2298
NUP214	1	L	1	20181.23784
NUP214	1	L	2	20130.09552
NUP214	1	L	3	20568.99713
NUP214	2	L	1	22179.65446
NUP214	2	L	2	20700.7614
NUP214	2	L	3	18434.20152
NUP214	3	L	1	20069.78187
NUP214	3	L	2	25355.64515
NUP214	3	L	3	22491.74628
NUP214	4	L	1	11750.85106
NUP214	4	L	2	6065.741967
NUP214	4	L	3	11503.47097
NUP214	5	L	1	18531.7379
NUP214	5	L	2	20610.5968
NUP214	5	L	3	16726.77291
NUP214	6	L	1	17344.34765
NUP214	6	L	2	18243.79671
NUP214	6	L	3	19902.63188
UNK	1	H	1	1445.92
UNK	1	H	2	3239.35784
UNK	1	H	3	2083.236704
UNK	2	H	1	4154.914436
UNK	2	H	2	4260.479186
UNK	2	H	3	5325.112401
UNK	3	H	1	5127.403624
UNK	3	H	2	5671.701903
UNK	3	H	3	5739.972979
UNK	4	H	1	3004.625508
UNK	4	H	2	0
UNK	4	H	3	0
UNK	5	H	1	0
UNK	5	H	2	5656.667494
UNK	5	H	3	0
UNK	6	H	1	2263.098902
UNK	6	H	2	0
UNK	6	H	3	4820.687862
UNK	1	L	1	2916.215336
UNK	1	L	2	4974.434398
UNK	1	L	3	0
UNK	2	L	1	3262.011151
UNK	2	L	2	5151.47477
UNK	2	L	3	4770.378871
UNK	3	L	1	5107.803223
UNK	3	L	2	3794.877125
UNK	3	L	3	2957.368376
UNK	4	L	1	0
UNK	4	L	2	0
UNK	4	L	3	1877.660632
UNK	5	L	1	2045.582475
UNK	5	L	2	4045.490903
UNK	5	L	3	3566.717668
UNK	6	L	1	2572.358087
UNK	6	L	2	3974.858113
UNK	6	L	3	4349.606239
TNPO2	1	H	1	11056.2
TNPO2	1	H	2	11261.26916
TNPO2	1	H	3	14393.48596
TNPO2	2	H	1	18568.06372
TNPO2	2	H	2	20226.92673
TNPO2	2	H	3	19449.0935
TNPO2	3	H	1	19338.66738
TNPO2	3	H	2	17629.84243
TNPO2	3	H	3	18384.19184
TNPO2	4	H	1	11255.53977
TNPO2	4	H	2	8327.740009
TNPO2	4	H	3	5915.053959
TNPO2	5	H	1	13094.37532
TNPO2	5	H	2	15285.91507
TNPO2	5	H	3	15088.77211
TNPO2	6	H	1	17646.09511
TNPO2	6	H	2	16980.42202
TNPO2	6	H	3	16375.46451
TNPO2	1	L	1	11014.83039
TNPO2	1	L	2	13524.55556
TNPO2	1	L	3	13160.21262
TNPO2	2	L	1	18816.3601
TNPO2	2	L	2	18613.25195
TNPO2	2	L	3	19700.3364
TNPO2	3	L	1	22395.71266
TNPO2	3	L	2	19003.30111
TNPO2	3	L	3	15175.64277
TNPO2	4	L	1	9674.476679
TNPO2	4	L	2	9449.25219
TNPO2	4	L	3	0
TNPO2	5	L	1	18581.50145
TNPO2	5	L	2	17703.94601
TNPO2	5	L	3	12902.01698
TNPO2	6	L	1	17124.32192
TNPO2	6	L	2	19853.00923
TNPO2	6	L	3	16920.75067
TNPO1	1	H	1	11056.2
TNPO1	1	H	2	11261.26916
TNPO1	1	H	3	14393.48596
TNPO1	2	H	1	18568.06372
TNPO1	2	H	2	20226.92673
TNPO1	2	H	3	19449.0935
TNPO1	3	H	1	19338.66738
TNPO1	3	H	2	17629.84243
TNPO1	3	H	3	18384.19184
TNPO1	4	H	1	11255.53977
TNPO1	4	H	2	8327.740009
TNPO1	4	H	3	5915.053959
TNPO1	5	H	1	13094.37532
TNPO1	5	H	2	15285.91507
TNPO1	5	H	3	15088.77211
TNPO1	6	H	1	17646.09511
TNPO1	6	H	2	16980.42202
TNPO1	6	H	3	16375.46451
TNPO1	1	L	1	11014.83039
TNPO1	1	L	2	13524.55556
TNPO1	1	L	3	13160.21262
TNPO1	2	L	1	18816.3601
TNPO1	2	L	2	18613.25195
TNPO1	2	L	3	19700.3364
TNPO1	3	L	1	22395.71266
TNPO1	3	L	2	19003.30111
TNPO1	3	L	3	15175.64277
TNPO1	4	L	1	9674.476679
TNPO1	4	L	2	9449.25219
TNPO1	4	L	3	0
TNPO1	5	L	1	18581.50145
TNPO1	5	L	2	17703.94601
TNPO1	5	L	3	12902.01698
TNPO1	6	L	1	17124.32192
TNPO1	6	L	2	19853.00923
TNPO1	6	L	3	16920.75067
ALMS1	1	H	1	3667.04
ALMS1	1	H	2	6994.000476
ALMS1	1	H	3	0
ALMS1	2	H	1	0
ALMS1	2	H	2	0
ALMS1	2	H	3	0
ALMS1	3	H	1	0
ALMS1	3	H	2	0
ALMS1	3	H	3	0
ALMS1	4	H	1	0
ALMS1	4	H	2	0
ALMS1	4	H	3	0
ALMS1	5	H	1	0
ALMS1	5	H	2	787.3624114
ALMS1	5	H	3	0
ALMS1	6	H	1	5903.058095
ALMS1	6	H	2	4594.072716
ALMS1	6	H	3	5946.367801
ALMS1	1	L	1	0
ALMS1	1	L	2	0
ALMS1	1	L	3	0
ALMS1	2	L	1	2592.936025
ALMS1	2	L	2	3113.068016
ALMS1	2	L	3	3175.481444
ALMS1	3	L	1	0
ALMS1	3	L	2	0
ALMS1	3	L	3	0
ALMS1	4	L	1	0
ALMS1	4	L	2	0
ALMS1	4	L	3	0
ALMS1	5	L	1	6108.154119
ALMS1	5	L	2	2184.878715
ALMS1	5	L	3	0
ALMS1	6	L	1	3841.034355
ALMS1	6	L	2	2884.770327
ALMS1	6	L	3	0
TRMT112	1	H	1	5578.39
TRMT112	1	H	2	8820.214775
TRMT112	1	H	3	7007.758532
TRMT112	2	H	1	9273.599524
TRMT112	2	H	2	9904.101502
TRMT112	2	H	3	14521.09543
TRMT112	3	H	1	13217.2247
TRMT112	3	H	2	9216.125632
TRMT112	3	H	3	7772.77783
TRMT112	4	H	1	0
TRMT112	4	H	2	0
TRMT112	4	H	3	0
TRMT112	5	H	1	8791.997308
TRMT112	5	H	2	5637.0295
TRMT112	5	H	3	13629.15994
TRMT112	6	H	1	10599.31059
TRMT112	6	H	2	12258.02549
TRMT112	6	H	3	11995.26103
TRMT112	1	L	1	4534.875118
TRMT112	1	L	2	8627.132506
TRMT112	1	L	3	5895.463238
TRMT112	2	L	1	12597.48752
TRMT112	2	L	2	8914.399016
TRMT112	2	L	3	9335.509675
TRMT112	3	L	1	9762.768408
TRMT112	3	L	2	11052.72906
TRMT112	3	L	3	8416.771344
TRMT112	4	L	1	0
TRMT112	4	L	2	3123.015486
TRMT112	4	L	3	0
TRMT112	5	L	1	11918.99177
TRMT112	5	L	2	9618.665574
TRMT112	5	L	3	10580.92225
TRMT112	6	L	1	9445.060916
TRMT112	6	L	2	10792.7515
TRMT112	6	L	3	10438.39183
PRPS1	1	H	1	8198.23
PRPS1	1	H	2	8860.647418
PRPS1	1	H	3	7667.57941
PRPS1	2	H	1	29245.54958
PRPS1	2	H	2	33316.7909
PRPS1	2	H	3	30107.73198
PRPS1	3	H	1	28951.56905
PRPS1	3	H	2	25733.69398
PRPS1	3	H	3	25670.9023
PRPS1	4	H	1	7133.094736
PRPS1	4	H	2	7345.824831
PRPS1	4	H	3	0
PRPS1	5	H	1	25684.31013
PRPS1	5	H	2	23849.97493
PRPS1	5	H	3	16550.98925
PRPS1	6	H	1	20412.06141
PRPS1	6	H	2	19756.66744
PRPS1	6	H	3	17481.71068
PRPS1	1	L	1	12836.18933
PRPS1	1	L	2	10773.12799
PRPS1	1	L	3	10621.51402
PRPS1	2	L	1	31909.9194
PRPS1	2	L	2	30861.66427
PRPS1	2	L	3	28515.68068
PRPS1	3	L	1	22730.48147
PRPS1	3	L	2	22348.32663
PRPS1	3	L	3	22998.23146
PRPS1	4	L	1	5100.255509
PRPS1	4	L	2	5377.416352
PRPS1	4	L	3	2672.464096
PRPS1	5	L	1	10366.48312
PRPS1	5	L	2	22204.05028
PRPS1	5	L	3	16869.84981
PRPS1	6	L	1	26398.17698
PRPS1	6	L	2	21612.05092
PRPS1	6	L	3	25231.27789
CBWD6	1	H	1	2230.43
CBWD6	1	H	2	2961.725606
CBWD6	1	H	3	0
CBWD6	2	H	1	4080.241469
CBWD6	2	H	2	2889.772706
CBWD6	2	H	3	2813.766226
CBWD6	3	H	1	1694.665968
CBWD6	3	H	2	2237.621101
CBWD6	3	H	3	1524.755574
CBWD6	4	H	1	0
CBWD6	4	H	2	0
CBWD6	4	H	3	0
CBWD6	5	H	1	1519.952246
CBWD6	5	H	2	0
CBWD6	5	H	3	0
CBWD6	6	H	1	0
CBWD6	6	H	2	1170.660192
CBWD6	6	H	3	2072.427828
CBWD6	1	L	1	4561.916658
CBWD6	1	L	2	0
CBWD6	1	L	3	0
CBWD6	2	L	1	3003.574482
CBWD6	2	L	2	1360.886089
CBWD6	2	L	3	600.2658746
CBWD6	3	L	1	0
CBWD6	3	L	2	4630.718114
CBWD6	3	L	3	867.9437422
CBWD6	4	L	1	0
CBWD6	4	L	2	0
CBWD6	4	L	3	0
CBWD6	5	L	1	831.0045972
CBWD6	5	L	2	2136.736167
CBWD6	5	L	3	1942.138791
CBWD6	6	L	1	3212.023385
CBWD6	6	L	2	1439.402553
CBWD6	6	L	3	2793.39988
CBWD5	1	H	1	2230.43
CBWD5	1	H	2	2961.725606
CBWD5	1	H	3	0
CBWD5	2	H	1	4080.241469
CBWD5	2	H	2	2889.772706
CBWD5	2	H	3	2813.766226
CBWD5	3	H	1	1694.665968
CBWD5	3	H	2	2237.621101
CBWD5	3	H	3	1524.755574
CBWD5	4	H	1	0
CBWD5	4	H	2	0
CBWD5	4	H	3	0
CBWD5	5	H	1	1519.952246
CBWD5	5	H	2	0
CBWD5	5	H	3	0
CBWD5	6	H	1	0
CBWD5	6	H	2	1170.660192
CBWD5	6	H	3	2072.427828
CBWD5	1	L	1	4561.916658
CBWD5	1	L	2	0
CBWD5	1	L	3	0
CBWD5	2	L	1	3003.574482
CBWD5	2	L	2	1360.886089
CBWD5	2	L	3	600.2658746
CBWD5	3	L	1	0
CBWD5	3	L	2	4630.718114
CBWD5	3	L	3	867.9437422
CBWD5	4	L	1	0
CBWD5	4	L	2	0
CBWD5	4	L	3	0
CBWD5	5	L	1	831.0045972
CBWD5	5	L	2	2136.736167
CBWD5	5	L	3	1942.138791
CBWD5	6	L	1	3212.023385
CBWD5	6	L	2	1439.402553
CBWD5	6	L	3	2793.39988
CBWD3	1	H	1	2230.43
CBWD3	1	H	2	2961.725606
CBWD3	1	H	3	0
CBWD3	2	H	1	4080.241469
CBWD3	2	H	2	2889.772706
CBWD3	2	H	3	2813.766226
CBWD3	3	H	1	1694.665968
CBWD3	3	H	2	2237.621101
CBWD3	3	H	3	1524.755574
CBWD3	4	H	1	0
CBWD3	4	H	2	0
CBWD3	4	H	3	0
CBWD3	5	H	1	1519.952246
CBWD3	5	H	2	0
CBWD3	5	H	3	0
CBWD3	6	H	1	0
CBWD3	6	H	2	1170.660192
CBWD3	6	H	3	2072.427828
CBWD3	1	L	1	4561.916658
CBWD3	1	L	2	0
CBWD3	1	L	3	0
CBWD3	2	L	1	3003.574482
CBWD3	2	L	2	1360.886089
CBWD3	2	L	3	600.2658746
CBWD3	3	L	1	0
CBWD3	3	L	2	4630.718114
CBWD3	3	L	3	867.9437422
CBWD3	4	L	1	0
CBWD3	4	L	2	0
CBWD3	4	L	3	0
CBWD3	5	L	1	831.0045972
CBWD3	5	L	2	2136.736167
CBWD3	5	L	3	1942.138791
CBWD3	6	L	1	3212.023385
CBWD3	6	L	2	1439.402553
CBWD3	6	L	3	2793.39988
CBWD2	1	H	1	2230.43
CBWD2	1	H	2	2961.725606
CBWD2	1	H	3	0
CBWD2	2	H	1	4080.241469
CBWD2	2	H	2	2889.772706
CBWD2	2	H	3	2813.766226
CBWD2	3	H	1	1694.665968
CBWD2	3	H	2	2237.621101
CBWD2	3	H	3	1524.755574
CBWD2	4	H	1	0
CBWD2	4	H	2	0
CBWD2	4	H	3	0
CBWD2	5	H	1	1519.952246
CBWD2	5	H	2	0
CBWD2	5	H	3	0
CBWD2	6	H	1	0
CBWD2	6	H	2	1170.660192
CBWD2	6	H	3	2072.427828
CBWD2	1	L	1	4561.916658
CBWD2	1	L	2	0
CBWD2	1	L	3	0
CBWD2	2	L	1	3003.574482
CBWD2	2	L	2	1360.886089
CBWD2	2	L	3	600.2658746
CBWD2	3	L	1	0
CBWD2	3	L	2	4630.718114
CBWD2	3	L	3	867.9437422
CBWD2	4	L	1	0
CBWD2	4	L	2	0
CBWD2	4	L	3	0
CBWD2	5	L	1	831.0045972
CBWD2	5	L	2	2136.736167
CBWD2	5	L	3	1942.138791
CBWD2	6	L	1	3212.023385
CBWD2	6	L	2	1439.402553
CBWD2	6	L	3	2793.39988
CBWD1	1	H	1	2230.43
CBWD1	1	H	2	2961.725606
CBWD1	1	H	3	0
CBWD1	2	H	1	4080.241469
CBWD1	2	H	2	2889.772706
CBWD1	2	H	3	2813.766226
CBWD1	3	H	1	1694.665968
CBWD1	3	H	2	2237.621101
CBWD1	3	H	3	1524.755574
CBWD1	4	H	1	0
CBWD1	4	H	2	0
CBWD1	4	H	3	0
CBWD1	5	H	1	1519.952246
CBWD1	5	H	2	0
CBWD1	5	H	3	0
CBWD1	6	H	1	0
CBWD1	6	H	2	1170.660192
CBWD1	6	H	3	2072.427828
CBWD1	1	L	1	4561.916658
CBWD1	1	L	2	0
CBWD1	1	L	3	0
CBWD1	2	L	1	3003.574482
CBWD1	2	L	2	1360.886089
CBWD1	2	L	3	600.2658746
CBWD1	3	L	1	0
CBWD1	3	L	2	4630.718114
CBWD1	3	L	3	867.9437422
CBWD1	4	L	1	0
CBWD1	4	L	2	0
CBWD1	4	L	3	0
CBWD1	5	L	1	831.0045972
CBWD1	5	L	2	2136.736167
CBWD1	5	L	3	1942.138791
CBWD1	6	L	1	3212.023385
CBWD1	6	L	2	1439.402553
CBWD1	6	L	3	2793.39988
SLC25A6	1	H	1	45525.9
SLC25A6	1	H	2	43111.77394
SLC25A6	1	H	3	42235.78106
SLC25A6	2	H	1	39596.93852
SLC25A6	2	H	2	40136.45254
SLC25A6	2	H	3	39260.89743
SLC25A6	3	H	1	41388.13182
SLC25A6	3	H	2	42322.50071
SLC25A6	3	H	3	42338.85401
SLC25A6	4	H	1	17286.36897
SLC25A6	4	H	2	12726.92107
SLC25A6	4	H	3	18394.9814
SLC25A6	5	H	1	56216.299
SLC25A6	5	H	2	55209.52764
SLC25A6	5	H	3	46185.13844
SLC25A6	6	H	1	47676.64674
SLC25A6	6	H	2	47826.64227
SLC25A6	6	H	3	44676.9827
SLC25A6	1	L	1	49491.07442
SLC25A6	1	L	2	58960.79723
SLC25A6	1	L	3	55566.33737
SLC25A6	2	L	1	40180.34501
SLC25A6	2	L	2	33040.49103
SLC25A6	2	L	3	32499.02261
SLC25A6	3	L	1	34424.085
SLC25A6	3	L	2	32803.86457
SLC25A6	3	L	3	37182.54947
SLC25A6	4	L	1	17476.21198
SLC25A6	4	L	2	10496.14642
SLC25A6	4	L	3	15671.78585
SLC25A6	5	L	1	33822.52107
SLC25A6	5	L	2	48843.13602
SLC25A6	5	L	3	37368.47976
SLC25A6	6	L	1	61379.81291
SLC25A6	6	L	2	64380.75379
SLC25A6	6	L	3	45599.39085
GUK1	1	H	1	29573.7
GUK1	1	H	2	23343.10632
GUK1	1	H	3	20343.09454
GUK1	2	H	1	32695.12976
GUK1	2	H	2	31266.24894
GUK1	2	H	3	33128.12905
GUK1	3	H	1	31449.80172
GUK1	3	H	2	28725.27176
GUK1	3	H	3	25326.7828
GUK1	4	H	1	18126.52258
GUK1	4	H	2	21988.99584
GUK1	4	H	3	14249.3619
GUK1	5	H	1	36729.63604
GUK1	5	H	2	32302.24251
GUK1	5	H	3	22817.58946
GUK1	6	H	1	34330.2989
GUK1	6	H	2	35001.76434
GUK1	6	H	3	33947.91609
GUK1	1	L	1	33360.67264
GUK1	1	L	2	31225.60752
GUK1	1	L	3	30048.05994
GUK1	2	L	1	28612.3082
GUK1	2	L	2	30096.12448
GUK1	2	L	3	26741.77643
GUK1	3	L	1	29940.21528
GUK1	3	L	2	28708.22322
GUK1	3	L	3	30984.69265
GUK1	4	L	1	18945.42373
GUK1	4	L	2	17494.01531
GUK1	4	L	3	11271.38568
GUK1	5	L	1	23659.66417
GUK1	5	L	2	36003.24022
GUK1	5	L	3	31128.59821
GUK1	6	L	1	30537.03074
GUK1	6	L	2	26673.56816
GUK1	6	L	3	32251.78504
STARD10	1	H	1	26489.5
STARD10	1	H	2	33638.16725
STARD10	1	H	3	27004.22942
STARD10	2	H	1	70871.15168
STARD10	2	H	2	63817.61842
STARD10	2	H	3	62886.63555
STARD10	3	H	1	55832.66698
STARD10	3	H	2	64966.34132
STARD10	3	H	3	64568.90527
STARD10	4	H	1	18891.54396
STARD10	4	H	2	12509.27238
STARD10	4	H	3	17707.85086
STARD10	5	H	1	66540.58786
STARD10	5	H	2	59213.12319
STARD10	5	H	3	48116.76969
STARD10	6	H	1	50128.01028
STARD10	6	H	2	53846.22628
STARD10	6	H	3	50826.15159
STARD10	1	L	1	29591.60357
STARD10	1	L	2	31671.02567
STARD10	1	L	3	27512.02572
STARD10	2	L	1	68981.90212
STARD10	2	L	2	64318.01931
STARD10	2	L	3	59605.21135
STARD10	3	L	1	63093.48212
STARD10	3	L	2	56957.25125
STARD10	3	L	3	68661.70197
STARD10	4	L	1	14740.60924
STARD10	4	L	2	11840.89466
STARD10	4	L	3	12061.57896
STARD10	5	L	1	57839.75707
STARD10	5	L	2	62146.15016
STARD10	5	L	3	56930.23715
STARD10	6	L	1	52352.3525
STARD10	6	L	2	47196.50938
STARD10	6	L	3	55935.1672
PTPLAD1	1	H	1	4669.71
PTPLAD1	1	H	2	11075.74773
PTPLAD1	1	H	3	5535.533258
PTPLAD1	2	H	1	3521.040547
PTPLAD1	2	H	2	5606.462901
PTPLAD1	2	H	3	7777.712625
PTPLAD1	3	H	1	6159.731738
PTPLAD1	3	H	2	3495.948719
PTPLAD1	3	H	3	5750.70593
PTPLAD1	4	H	1	0
PTPLAD1	4	H	2	0
PTPLAD1	4	H	3	0
PTPLAD1	5	H	1	6023.283105
PTPLAD1	5	H	2	6767.431213
PTPLAD1	5	H	3	3259.942927
PTPLAD1	6	H	1	3558.331674
PTPLAD1	6	H	2	6087.058901
PTPLAD1	6	H	3	6510.643341
PTPLAD1	1	L	1	6280.358146
PTPLAD1	1	L	2	5336.569452
PTPLAD1	1	L	3	5191.840725
PTPLAD1	2	L	1	5114.92067
PTPLAD1	2	L	2	3187.456855
PTPLAD1	2	L	3	5166.126841
PTPLAD1	3	L	1	2748.318235
PTPLAD1	3	L	2	3935.246708
PTPLAD1	3	L	3	5289.18984
PTPLAD1	4	L	1	0
PTPLAD1	4	L	2	6753.449308
PTPLAD1	4	L	3	0
PTPLAD1	5	L	1	5546.427337
PTPLAD1	5	L	2	6435.629273
PTPLAD1	5	L	3	4151.770994
PTPLAD1	6	L	1	8155.57775
PTPLAD1	6	L	2	9075.821051
PTPLAD1	6	L	3	7005.3833
COPS7B	1	H	1	1499.37
COPS7B	1	H	2	1743.359875
COPS7B	1	H	3	0
COPS7B	2	H	1	1380.764767
COPS7B	2	H	2	2413.949235
COPS7B	2	H	3	2662.608066
COPS7B	3	H	1	1276.931706
COPS7B	3	H	2	1214.732105
COPS7B	3	H	3	1790.430509
COPS7B	4	H	1	736.9186919
COPS7B	4	H	2	1038.279281
COPS7B	4	H	3	766.2638504
COPS7B	5	H	1	3884.257758
COPS7B	5	H	2	4561.918157
COPS7B	5	H	3	3042.564078
COPS7B	6	H	1	1745.680471
COPS7B	6	H	2	1124.553235
COPS7B	6	H	3	1777.161017
COPS7B	1	L	1	1767.07355
COPS7B	1	L	2	1304.121516
COPS7B	1	L	3	1645.145624
COPS7B	2	L	1	3488.84981
COPS7B	2	L	2	2820.280456
COPS7B	2	L	3	3351.411543
COPS7B	3	L	1	2835.042242
COPS7B	3	L	2	2082.486889
COPS7B	3	L	3	3205.800831
COPS7B	4	L	1	0
COPS7B	4	L	2	0
COPS7B	4	L	3	0
COPS7B	5	L	1	2193.919317
COPS7B	5	L	2	2745.746721
COPS7B	5	L	3	1080.615903
COPS7B	6	L	1	3330.235171
COPS7B	6	L	2	870.9416731
COPS7B	6	L	3	1538.90056
SAP30BP	1	H	1	16925.1
SAP30BP	1	H	2	7496.848246
SAP30BP	1	H	3	8267.978811
