ionIdx	ionMz	ionAverageInt	ionTopFormula	ionTopIon	ionTopName	D1 LG	D1 HG	D2 LG	D2 HG	D3 LG	D3 HG	D4 LG	D4 HG	D5 LG	D5 HG		
465	233.1396	10921.91561	C12H18N4O	-H(-)	Benzoylagmatine	13039	11638.5	6831.5	7316.5	12606	12745	12751	12774	12469.5	11551.5	C09394	C09394
48	107.0498	104484.5903	C7H8O	-H(-)	Benzyl alcohol	70538	73964.5	49278	55522.5	67478	69158	68877.5	63217.5	71934.5	67743	CHEBI:669	CHEBI:669
382	211.0763	23320.33227	C14H12O2	-H(-)	Benzyl Benzoate	35404.5	27478	13016	11550.5	29044.5	30773	35566	35308.5	26371	26391.5	HMDB0056142	HMDB0056142
366	207.0662	38267.49386	C11H12O4	-H(-)	Benzylsuccinate	36999	37963	23118	26563.5	32897	37934.5	37528	36015	35739.5	41071.5	HMDB0038234	HMDB0038234
919	409.0208	13859.98055	C20H10O10	-H(-)	Biflaviolin	14069	18232	20954.5	22905	12291	12405.5	16778	15716.5	17549.5	15780.5	HMDB0094599	HMDB0094599
806	353.0876	17806.79371	C16H18O9	-H(-)	Biflorin	15898	13448.5	9735.5	10555	54931.5	18054	17168	17785	33348	16440	HMDB0125227	HMDB0125227
1117	583.2553	29662.68423	C33H36N4O6	-H(-)	Bilirubin	7098	7063.5	9351	8236	7511.5	7291	8199.5	7834	9146.5	7706	HMDB0060754	HMDB0060754
429	225.0044	47261.72218	C10H10O2S2	-H(-)	Bis(furanylmethyl) disulfide	50411	58217.5	21943	24810.5	33524.5	31711	45523.5	41306.5	43490.5	41530.5	HMDB0094599	HMDB0094599
624	288.9488	9263.379638	C10H10O2S4	-H(-)	Bis(methyl-furanyl)tetrasul...	7677	10079.5	8420	8982	7062	11566.5	7665	10597.5	8991.5	10406.5	HMDB0000626	HMDB0000626
579	271.1919	27521.78756	C15H28O4	-H(-)	Bisabolene-tetrol	22807	23400.5	24140.5	23016.5	21822.5	23998	24591.5	24486	29792.5	27000	HMDB0133719	HMDB0133719
864	379.2480	11882.44951	C22H36O5	-H(-)	Bisnorcholic acid	12207	13588	8028.5	8925.5	11850.5	12935	12663.5	16002.5	12353.5	13185.5	CHEBI:18009	CHEBI:18009
461	233.0097	112651.5428	C12H10OS2	-H(-)	Bithiophen-yl]-butyn-ol	77893	95905	70722	85030	89982.5	75421	92619.5	80365	63518.5	91011	HMDB0056142	HMDB0056142
749	329.0303	41238.10536	C16H10O8	-H(-)	Blighinone	11736.5	16887.5	13485	13025	13213.5	16541	11970.5	13806.5	14415.5	13877.5	HMDB0127029	HMDB0127029
1027	479.3368	9891.860419	C28H48O6	-H(-)	Brassinolide	6648	6590.5	4402	5087.5	6341.5	6461	6800.5	6950.5	6763	7282	C13880	C13880
871	382.0573	9468.981867	C12H21N3O5S3	-H(-)	Brinzolamide	10256	9622	7294.5	7341.5	10899.5	11901.5	13316.5	15764.5	11135.5	11901	HMDB0094599	HMDB0094599
832	365.1723	16583.12404	C18H26N2O6	-H(-)	Bufotenine O-hexoside	16148	15266.5	19324.5	16854.5	15231	16973.5	16255	15577	20616	17387.5	CHEBI:28264	CHEBI:28264
10	71.0503	8941.959248	C4H8O	-H(-)	Butanal	6787.5	8616.5	6344	6323.5	10030	9416.5	8025.5	10221.5	8664.5	8280.5	CHEBI:16320	CHEBI:16320
6	67.0184	8211.114081	C4H4O	-H(-)	Butynal	7065.5	8697.5	4483	4908.5	11045	11982	7369	17490	7471	9927.5	HMDB0033624	HMDB0033624
7	69.0343	12254.90906	C4H6O	-H(-)	Butynol	12311.5	13013	9304.5	9359	11746.5	13829	13408.5	16570.5	11959	12952.5	CHEBI:132839	CHEBI:132839
577	271.0979	13761.26432	C16H16O4	-H(-)	C-aglycone	12126	11320	17547	16273	12009	13650.5	14278.5	12308.5	15224.5	14942	HMDB0127029	HMDB0127029
647	297.1140	63415.40829	C18H18O4	-H(-)	C-aglycone	128987	37965	29397.5	21064.5	105218.5	97737.5	120168.5	90266.5	131092	80093.5	HMDB0127029	HMDB0127029
592	276.9889	15426.27703	C5H12O9P2	-H(-)	C-Methyl-erythritol cycloPP	16203.5	15477	11152.5	12584	17352	18021.5	17475.5	19504	17548.5	17084.5	CHEBI:28283	CHEBI:28283
403	215.0333	4489640.562	C5H13O7P	-H(-)	C-Methyl-erythritol phosphate	4639947.5	4849587	1660512.5	2336584	2924065	10223342	3621787	9245226.5	5767526.5	10387414	HMDB0094599	HMDB0094599
223	169.1234	51110.4674	C10H18O2	-H(-)	C10:1	45539.5	54723.5	33499.5	36615	48651	44052.5	45039.5	42534.5	38209.5	42244.5	CHEBI:90970	CHEBI:90970
324	197.1547	44674.23042	C12H22O2	-H(-)	C12:1	44301.5	47264	30686	32739.5	44248.5	43433	40812.5	44869.5	43493.5	42224.5	HMDB0062313	HMDB0062313
300	191.1074	34215.42376	C12H16O2	-H(-)	C12:4	30247.5	34275.5	22475	26601.5	36948	33971.5	31619.5	39825.5	34939	32840.5	C18625	C18625
397	213.1862	109596.7081	C13H26O2	-H(-)	C13:0	113784.5	130215.5	80826	82609	115036.5	116951	116939	114737	105894	112302	C03033	C03033
375	209.1549	146276.0081	C13H22O2	-H(-)	C13:2	196142.5	227185.5	155111	166378	202131	175595.5	193270.5	181291	194365.5	172153.5	C04562	C04562
1055	508.4732	20096.05395	C32H63NO3	-H(-)	C14 Cer	31878	55273	9247	21050	22964.5	24450	25701	26376.5	20153.5	28178	HMDB0114410	HMDB0114410
439	227.2020	600363.7064	C14H28O2	-H(-)	C14:0	509627.5	562332.5	303341.5	345725	519288.5	526816.5	547419	552851	460861	481030.5	HMDB0133719	HMDB0133719
434	225.1859	55749.07522	C14H26O2	-H(-)	C14:1	38234.5	38809	24726	27336.5	36740	39860	37297	36605	34701.5	35039.5	C04458	C04458
482	241.2173	249715.3291	C15H30O2	-H(-)	C15:0	233210.5	265407	156445	176802.5	229633.5	227383.5	237393.5	238502	206694.5	214633.5	HMDB0001979	HMDB0001979
1080	536.5043	229521.7305	C34H67NO3	-H(-)	C16 Cer	280582.5	642051.5	56619.5	222751	379354	387105	298505.5	328347.5	220487	342597	CHEBI:85803	CHEBI:85803
1131	616.4700	19495.89098	C34H68NO6P	-H(-)	C16 CErP	18819.5	28900	10409	19594.5	15828	15216	32654.5	34563	18606	24490	HMDB0114643	HMDB0114643
528	255.2333	10487494.27	C16H32O2	-H(-)	C16:0	10857826.5	16668699.5	6902104.5	10188704.5	7909193	8589723	11679668	11545573	8883319.5	10398107.5	HMDB0127029	HMDB0127029
512	251.2017	22753.14981	C16H28O2	-H(-)	C16:2	15919	16093	14301	15664.5	13065	14323	13639	15104	15360.5	16750.5	HMDB0127029	HMDB0127029
505	249.1861	20687.5573	C16H26O2	-H(-)	C16:3	18347	18798	12064.5	12283.5	16057	16643.5	21137	22635	16966	17223.5	HMDB0003449	HMDB0003449
1107	564.5352	24483.38554	C36H71NO3	-H(-)	C18 Cer	36058	80380.5	6863	16497.5	31114.5	30410.5	33360	36050	23236	31394	CHEBI:59040	CHEBI:59040
1142	644.5017	7846.355535	C36H72NO6P	-H(-)	C18 CerP	8099	14169.5	6535	8210	6758.5	5735	11101.5	12852.5	8561	9088	HMDB0114643	HMDB0114643
1104	562.5195	13048.68191	C36H69NO3	-H(-)	C18:1 Cer	21949	38856.5	6603	10717	10526	12184.5	17382.5	19394.5	12205	16783	CHEBI:59040	CHEBI:59040
649	297.2803	55000.35303	C19H38O2	-H(-)	C19:0	58850.5	63705	33459	39316.5	52961	55310.5	60193.5	57402.5	56298.5	53670	HMDB0132969	HMDB0132969
690	309.2799	63699.01249	C20H38O2	-H(-)	C20:1	41169	50938.5	33514	44235.5	35320.5	40141	53415	54979	41139.5	48048.5	C04230	C04230
728	323.2958	11211.03487	C21H40O2	-H(-)	C21:1	12614	15387.5	7942	9739.5	12562	12082.5	12901	13213	10446.5	11557	C03033	C03033
781	339.3268	89030.76327	C22H44O2	-H(-)	C22:0	80018	104386.5	48977	57808.5	73555	79366.5	77402	74750	70528.5	71644	C03033	C03033
760	331.2641	31149.41969	C22H36O2	-H(-)	C22:4	22341	34036	15047	27294	12342.5	18987	28380	33019	19148.5	24655	HMDB0127348	HMDB0127348
755	329.2483	34007.34856	C22H34O2	-H(-)	C22:5	21507	27022.5	15818	22839.5	12808	15671	22374.5	23661	16770.5	20968	HMDB0038490	HMDB0038490
745	327.2328	39931.26177	C22H32O2	-H(-)	C22:6	16100	25360.5	9149.5	13396.5	11271	12409	16738.5	19695.5	14175.5	16119.5	HMDB0061663	HMDB0061663
809	353.3421	37140.65208	C23H46O2	-H(-)	C23:0	39322.5	42529.5	22790	28291.5	35855	39174.5	39004	36170	36153.5	37276	HMDB0094599	HMDB0094599
841	367.3580	81892.90258	C24H48O2	-H(-)	C24:0	96633	145977.5	48138	58821	75985.5	88666	81927	80148	73620	82358	C04574	C04574
835	365.3425	39290.95173	C24H46O2	-H(-)	C24:1	49882	74618	17788.5	31329.5	41247	68662.5	47259	48172.5	34109.5	52015.5	C04574	C04574
1143	646.6134	90784.18762	C42H81NO3	-H(-)	C24:1 Cer	153930	401332.5	22778.5	50961.5	112831	109642.5	93041	97356	67121.5	109006.5	HMDB0114643	HMDB0114643
826	361.3115	8027.667601	C24H42O2	-H(-)	C24:3	8976	11262.5	7230.5	7703.5	7604	8450.5	10614.5	8723	7925.5	8770.5	C20483	C20483
823	359.2954	7505.49987	C24H40O2	-H(-)	C24:4	7876.5	10277	4022	5566.5	6837	7375.5	7950	9315.5	6876.5	7321	CHEBI:88699	CHEBI:88699
819	357.2804	6689.225094	C24H38O2	-H(-)	C24:5	7047.5	6564	4023	5452	5553.5	5610.5	6746.5	6891.5	6437.5	7386.5	HMDB0094599	HMDB0094599
869	381.3734	29111.79513	C25H50O2	-H(-)	C25:0	31471.5	38784	19514.5	21933.5	29219.5	30476.5	30127.5	29974.5	25798	30519	HMDB0094599	HMDB0094599
866	379.3582	11131.64208	C25H48O2	-H(-)	C25:1	13797	13609.5	8696.5	9106	12631.5	13284	12909	15553.5	10971	11134.5	C13744	C13744
888	393.3736	12935.09234	C26H50O2	-H(-)	C26:1	14647	20262.5	8639	12217.5	12587.5	13401	14927.5	15307	13689.5	14924.5	HMDB0127029	HMDB0127029
925	409.4047	22335.11891	C27H54O2	-H(-)	C27:0	27149.5	35875.5	24111.5	30520	27315	22297	29186	25611	26074	26078.5	CHEBI:37922	CHEBI:37922
953	423.4204	16039.51692	C28H56O2	-H(-)	C28:0	17969.5	22446	11032.5	12749	17990.5	16967	18175	17427.5	17767	17245.5	HMDB0125179	HMDB0125179
947	421.4061	9332.680147	C28H54O2	-H(-)	C28:1	11748	11376	8479	9115	11346.5	10179	11554.5	11152.5	12162.5	12193.5	HMDB0094599	HMDB0094599
917	407.2954	35541.9046	C28H40O2	-H(-)	C28:8	41591.5	56737	50142	58674	40861.5	35238.5	44228.5	37573.5	46607	44047.5	HMDB0125227	HMDB0125227
13	73.0296	28418.11789	C3H6O2	-H(-)	C3:0 (Propionic acid)	23942	26178	16532.5	16377.5	25930.5	34595	25154	62648.5	25521.5	29642	#N/A	#N/A
991	451.4516	13367.97171	C30H60O2	-H(-)	C30:0	16044.5	20347.5	11014.5	13694.5	16697.5	15827.5	17056.5	16391.5	14717.5	16308	CHEBI:85803	CHEBI:85803
1008	465.4677	10326.70331	C31H62O2	-H(-)	C31:0	13601.5	16885	6093.5	8201	12089	12155.5	12524	12413	10718.5	12612.5	HMDB0056142	HMDB0056142
1028	479.4825	8890.196758	C32H64O2	-H(-)	C32:0	10524	12483	8631	10300.5	10281.5	8735.5	10664.5	9856.5	9627	9003	HMDB0060754	HMDB0060754
180	155.1080	49529.27739	C9H16O2	-H(-)	C9:1	49135.5	56396.5	39640.5	39620	51466.5	49552.5	49147	48180	46894	51908	HMDB0128536	HMDB0128536
794	347.1654	11260.9454	C23H24O3	-H(-)	Callytriol C	10820.5	8920	8122.5	8304	11352.5	10421	11862	10744	11731.5	11439.5	C13744	C13744
297	190.0723	8892.237278	C7H13NO5	-H(-)	Calystegine C1 &1	6629	6623	4054.5	5054	21380	24708.5	8147	7067.5	10881	11704	HMDB0029320	HMDB0029320
1089	545.2601	10128.3111	C26H42O12	-H(-)	Canavalioside	7212	6805	6060.5	6011	28332	8547.5	8743.5	8715	10230	7326	C01838	C01838
1128	607.2918	10539.79045	C35H44O9	-H(-)	Candletoxin A	7941.5	7022	14142	16185.5	9888	10798.5	12501	12464.5	13624.5	12423.5	CHEBI:85803	CHEBI:85803
1129	609.2234	9020.648969	C35H34N2O8	-H(-)	Cannabisin C	11030.5	8306	9312.5	11618.5	10846	9489.5	11090	9340.5	11742	9375	CHEBI:85803	CHEBI:85803
339	200.1294	11493.15435	C10H19NO3	-H(-)	Capryloylglycine	9705.5	11505.5	7200.5	7450.5	9234	11155	11363	8736	9247.5	11694.5	HMDB0002586	HMDB0002586
472	235.1699	35319.24705	C15H24O2	-H(-)	Capsidiol	33151	34972.5	25365.5	24985	34807	33460.5	35119.5	32348	28853.5	32338.5	HMDB0010701	HMDB0010701
127	139.9759	45432.98087	CH4NO5P	-H(-)	Carbamoyl phosphate	38450	42985	36862	41332.5	39400.5	40343	46658	38320	36992.5	40490.5	HMDB0134153	HMDB0134153
965	429.3366	7862.802213	C28H46O3	-H(-)	Carboxy-5cholesta-en-3ol	7267.5	7611.5	8111	8258	7146	8016.5	8083	7235	8111	7263.5	HMDB0007933	HMDB0007933
480	241.1447	53086.52529	C13H22O4	-H(-)	Carboxy-dodecanolide	60351	57288	30146.5	34157.5	56714	55497.5	60409.5	58852.5	53350	49742	HMDB0032875	HMDB0032875
984	445.3318	33627.59362	C28H46O4	-H(-)	Carboxy-gamma-tocopherol	5043.5	6350.5	6122	5286.5	5408	5923.5	5810	5664.5	6931.5	5377.5	CHEBI:78261	CHEBI:78261
833	365.1971	13241.59001	C20H30O6	-H(-)	Carboxy-leukotriene B4	13457.5	14421.5	8925	9611.5	13039.5	12302.5	12647	13041.5	14439	14047.5	C04574	C04574
856	377.1596	23215.64091	C20H26O7	-H(-)	Carinol	21218	35817	13696	15152.5	20082.5	17581.5	24288	56916	20232	19625.5	HMDB0094599	HMDB0094599
758	331.1917	15207.86015	C20H28O4	-H(-)	Carnosic acid	14293.5	13218.5	12435	12728.5	12500.5	12326.5	12770.5	14001	12375.5	14194.5	HMDB0094599	HMDB0094599
753	329.1759	16285.79128	C20H26O4	-H(-)	Carnosol	12915.5	12629	15236.5	14425	12131	12654.5	13603.5	13248.5	15271.5	15251.5	HMDB0037527	HMDB0037527
698	313.1657	32971.96499	C16H26O6	-H(-)	Carveol hexoside	29893	28633.5	27360.5	28100.5	26246.5	29519	36561	35361.5	33231	46795	HMDB0127029	HMDB0127029
1105	563.1773	11624.84293	C27H32O13	-H(-)	Cascaroside C	6785.5	5768.5	6591.5	6577.5	6214.5	7745	6914.5	8646	6217.5	6398	CHEBI:59040	CHEBI:59040
459	232.0609	11653.46964	C12H11NO4	-H(-)	Casimiroin	8612	9152	7490	8209.5	10922.5	10323	10163.5	8419	9420	9909	CHEBI:87246	CHEBI:87246
455	231.0653	37427.47222	C13H12O4	-H(-)	Cassiachromone	21184	21512	15819.5	18311	29537.5	33501	22439.5	20128.5	25111.5	26727.5	C09081	C09081
51	109.0291	84349.0391	C6H6O2	-H(-)	Catechol	66156.5	72257.5	53708	58000.5	86594.5	88267	68258.5	66753.5	75880.5	76614	CHEBI:16562	CHEBI:16562
893	397.1198	13660.9873	C24H18N2O4	-H(-)	Caulerpin	14633.5	15839	14596	15342.5	14245	16873	17646.5	14371.5	15075.5	16076	HMDB0035480	HMDB0035480
1155	675.6087	15465.44592	C47H80O2	-H(-)	CE(20:2)	5958.5	5833.5	66388	51767	5583.5	5738.5	5662	5297	9549	8570.5	HMDB0060754	HMDB0060754
1134	619.5098	18813.83975	C42H68O3	-H(-)	CE(5M5)	33533.5	53510.5	6667	16490.5	18481.5	19938	26701.5	29903.5	17452.5	25120	HMDB0114643	HMDB0114643
1145	647.5402	17813.45626	C44H72O3	-H(-)	CE(5M7)	21225	32803	42064.5	29825	15215	15520	21040	22680	14635	20482	HMDB0114643	HMDB0114643
1014	469.2824	9538.177638	C26H38N4O4	-H(-)	Ceanothine C	8603	7305.5	6919	6881.5	8128	8947.5	9220	9971.5	10201.5	9375.5	CHEBI:4551	CHEBI:4551
552	263.2013	9225.758975	C17H28O2	-H(-)	Cedryl acetate	9521.5	10078.5	6565	6373.5	8502	8321	9475	8288.5	8948	8095.5	HMDB0029987	HMDB0029987
993	453.0228	17775.97642	C14H14N8O4S3	-H(-)	Cefazolin	17392	22161	11379	13123	22587	36585	18344	33306	17502	21950.5	HMDB0031114	HMDB0031114
1141	643.1278	16468.463	C25H26N9O8S2.	-H(-)	Cefoperazone sodium	34007.5	16981.5	6529.5	6458	28858	33122.5	29538	33336.5	14620	13767.5	HMDB0114643	HMDB0114643
1110	571.9797	18894.15721	C17H15N7O8S4.	-H(-)	Cefotetan disodium	30713.5	24369	12079	8700	29193.5	30298.5	27128	26667.5	28062.5	27111.5	HMDB0060754	HMDB0060754
870	382.0278	36831.36595	C13H13N5O5S2	-H(-)	Ceftizoxime	65815	35758	16415	10360	59752	61959.5	65823	56689	55068	54875.5	CHEBI:88775	CHEBI:88775
550	263.1293	24989.08459	C15H20O4	-H(-)	CEHC	25023	28070.5	14099	16300	23064.5	23729.5	27164.5	22186.5	26447.5	26205.5	HMDB0127029	HMDB0127029
596	277.1444	61686.6439	C16H22O4	-H(-)	CEHC	67120	74401	38526	45799.5	64508	60825	64298	63727	67756.5	61330	CHEBI:28873	CHEBI:28873
671	304.0623	17804.24654	C18H11NO4	-H(-)	Cepharadione A	24401	19958	12725	14540	22250.5	26349	26947.5	26929	23586.5	23182	HMDB0034856	HMDB0034856
875	383.3535	13902.94977	C24H48O3	-H(-)	Cerebronic acid	16560	18657.5	8464.5	9177	11708	13493.5	14117.5	15425	13859	13308.5	HMDB0094599	HMDB0094599
426	222.1145	7355.478435	C12H17NO3	-H(-)	Cerulenin	6646	7053.5	4765.5	6268.5	7861.5	6757	8096	6777	7372.5	7335.5	HMDB0125227	HMDB0125227
367	207.0810	224898.7845	C15H12O	-H(-)	Chalcone	459672	259941.5	54495.5	34722	408726.5	428906	423387.5	410894	321330.5	271174.5	HMDB0136019	HMDB0136019
1015	471.2423	12539.0454	C24H40O7S	-H(-)	Chenodeoxycholic acid sulfate	11503.5	11111.5	11606	12409	11521.5	12171	12856.5	11542	15417.5	13173.5	CHEBI:4551	CHEBI:4551
955	425.1422	21060.8319	C15H26N2O12	-H(-)	Chitobiose	32153.5	23256	14365	14363.5	28679	32797.5	28673	27847	28391	24648	C00869	C00869
802	351.0714	9203.299933	C16H16O9	-H(-)	Chlorogenoquinone	10104	8794	7236.5	7065.5	9583.5	9236	11079	11243	10236	9364	HMDB0125227	HMDB0125227
916	407.2792	24928.43722	C24H40O5	-H(-)	Cholate	22385.5	31381.5	34618.5	41307.5	18544	16946	24747.5	19307	31636	25314.5	HMDB0125227	HMDB0125227
990	451.3435	8968.492308	C27H48O5	-H(-)	"Cholestane-23S,pentol"	4727.5	5539	5566	6560.5	5372	5647.5	5216	5383.5	6116	5822.5	CHEBI:85803	CHEBI:85803
972	435.3480	9803.015466	C27H48O4	-H(-)	Cholestane-tetrol	4877	5512.5	4615.5	5578	5381	4654	6568.5	5971	5140.5	6007	HMDB0002586	HMDB0002586
944	419.3519	7257.714552	C27H48O3	-H(-)	Cholestane-triol	6365	6806.5	5358	5763.5	5853	7674	7835	7436.5	6102.5	6478.5	C14895	C14895
1103	561.3791	10652.94828	C33H54O7	-H(-)	Cholesterol glucuronide	10373	13994	8047	10033.5	6399.5	7032.5	10154	10623	8913	10325	HMDB0056142	HMDB0056142
1006	465.3042	41960.17774	C27H46O4S	-H(-)	Cholesterol sulfate	35772.5	47925	21922.5	28820.5	26959.5	37087.5	62806.5	61889.5	38163.5	45424	HMDB0056142	HMDB0056142
961	427.3579	10332.96224	C29H48O2	-H(-)	Cholesteryl acetate	11363	13444	7748.5	8362	9923	9705.5	11325	10181	9121.5	11471	HMDB0007901	HMDB0007901
1033	487.0991	13496.68002	C14H26N4O11P2	-H(-)	choline	19828.5	29312.5	9202.5	10777.5	11148.5	12809.5	21134.5	22119.5	14289	15567.5	CHEBI:85803	CHEBI:85803
273	183.0663	39280.42568	C9H12O4	-H(-)	Choline-P &1	37053	42114	28680	33883.5	36718.5	36000	41101.5	38369.5	41924.5	44730	HMDB0010701	HMDB0010701
430	225.0402	24916.48227	C10H10O6	-H(-)	Chorismate	26069.5	24305.5	15158.5	15442	25995	27106.5	26336	29319.5	28958.5	26973.5	HMDB0141323	HMDB0141323
452	231.0129	31656.98481	C12H8O3S	-H(-)	Chrycolide	30047	29003.5	24281.5	27191.5	33133	29050	30169	28342.5	30128.5	30907.5	CHEBI:75666	CHEBI:75666
735	326.0359	19914.54663	C16H11N2O4S.	-H(-)	CI Acid Orange 20	20176	17031	14257.5	17956.5	19419	16974.5	22298.5	22145	17827.5	19935	HMDB0125227	HMDB0125227
107	131.0501	21097.13559	C9H8O	-H(-)	Cinnamaldehyde	18122	20101	10667	13983.5	35910.5	27427	24156.5	21764.5	25082.5	23260.5	C04287	C04287
1074	529.2652	10244.04331	C26H42O11	-H(-)	Cinncassiol D2 hexoside	8606.5	10201	7778	8954	7912	8969	12774.5	11453.5	10409.5	10163	C00869	C00869
414	218.1038	201502.1776	C9H17NO5	-H(-)	Cis-zeatin &1	663961	319322.5	25114.5	29436.5	153609	77420	479844	342143	416107	241332	CHEBI:85803	CHEBI:85803
702	314.1032	9347.043768	C17H17NO5	-H(-)	Citpressine II	9224.5	9003	8268	9035.5	8528.5	9028	10229.5	8675.5	11068.5	9623	CHEBI:978	CHEBI:978
274	183.1392	43694.26077	C11H20O2	-H(-)	Citronellyl formate	43708.5	50581	30023	30456	44874.5	46833	43796.5	43566.5	40764	44945	HMDB0133838	HMDB0133838
720	320.0616	10163.192	C11H15NO10	-H(-)	Citryl-glutamic acid	13930.5	11653.5	7935	9540	8872.5	9893	14326.5	13506.5	11497.5	11714	HMDB0011774	HMDB0011774
1255	973.5433	24278.97831	C46H88O17P2	-H(-)	CL(8:0/8:0/8:0/13:0)	28490.5	26721.5	29435	38158.5	15687	16131.5	31822.5	28801.5	30712	34497	HMDB0124594	HMDB0124594
1266	1043.6197	9280.502395	C51H98O17P2	-H(-)	CL(8:0/8:0/8:0/18:0)	9398.5	8975	16298	11863.5	7873.5	9393.5	11222	13407	11925.5	11725.5	HMDB0124594	HMDB0124594
243	175.0975	30958.20337	C8H16O4	-H(-)	Cladinose	30515.5	33280	17218	19694.5	37931	33785	32249.5	31638.5	35502	33657.5	HMDB0002641	HMDB0002641
703	314.1358	11313.16206	C13H21N3O6	-H(-)	Clavamycin D	22055	11718	6595	7100	10174.5	8217.5	20495.5	17945.5	15336.5	12677.5	HMDB0002586	HMDB0002586
326	198.0399	11247.74907	C8H9NO5	-H(-)	Clavulanate	10955.5	12250	7911.5	9054	10754.5	11477.5	13171	12900.5	10950.5	12527	HMDB0030480	HMDB0030480
902	401.1606	18102.65264	C22H26O7	-H(-)	Clusin	22011.5	27067.5	11791.5	14068	21031.5	22500.5	22913	21656	20573	21332.5	HMDB0125227	HMDB0125227
166	150.0229	21304.57387	C4H9NO3S	-H(-)	CMethylcysteine sulfoxide	33585	26463	9235	7118	33279	37550	32656.5	34546.5	25431.5	25156	HMDB0133719	HMDB0133719
721	322.0448	17996.23366	C9H14N3O8P	-H(-)	CMP	23412	35740.5	13458	22220	14534	17155.5	24476.5	26997	19031.5	24667.5	HMDB0133719	HMDB0133719
1147	649.0980	13118.77047	C32H22N6O6S2.	-H(-)	Congo red	12719.5	13458	12574.5	15688	9681.5	18846	13002	20692.5	12191	18087.5	HMDB0114643	HMDB0114643
898	399.1651	15870.5703	C19H28O9	-H(-)	Corchoionoside B	13635	13648.5	14924.5	18868	12401.5	14019.5	16217.5	14332.5	16953	15794.5	HMDB0125227	HMDB0125227
744	327.2175	23841.62706	C18H32O5	-H(-)	Corchorifatty acid F	21582.5	23821.5	14391	16460	22014.5	23482	23910	23747	24499	23233	CHEBI:65	CHEBI:65
633	291.0519	14352.38553	C14H12O7	-H(-)	Cordeauxione	13442	14589.5	11129.5	11550	14287.5	15312	15109.5	13189	13127	12724.5	HMDB0125958	HMDB0125958
497	247.0606	241097.4684	C13H12O5	-H(-)	Coriandrone E	83422	87050	42021	31494.5	64859.5	96212	66430.5	102541	83451	110761	HMDB0035729	HMDB0035729
202	163.0400	33511.20705	C9H8O3	-H(-)	Coumarate	30619	31638	22812.5	22987.5	35561	37560.5	26819	27202	31227.5	32348.5	CHEBI:90970	CHEBI:90970
144	145.0289	15301.52559	C9H6O2	-H(-)	Coumarin	11105	12686	9253	12030.5	18012.5	16451	13016	12282.5	12836.5	12234.5	HMDB0129201	HMDB0129201
291	189.0197	14723.05944	C10H6O4	-H(-)	Coumarin-carboxylic acid	12155	13454	9934.5	12645.5	14464	12387	13595	13705	13605.5	13589	CHEBI:53773	CHEBI:53773
559	267.0310	12778.73271	C15H8O5	-H(-)	Coumesterol	12904	12278	11781.5	11978	13287	13786	14455.5	13867	14476.5	13891.5	HMDB0127029	HMDB0127029
797	348.1926	17505.20658	C18H27N3O4	-H(-)	Coutaric acid	19468.5	27141	22481.5	24350	20326	17240	19841.5	17709	26222.5	24007.5	HMDB0127029	HMDB0127029
885	391.2257	11397.12075	C19H37O6P	-H(-)	CPA(16:0/0:0)	10287	13291.5	7895	8886.5	9289	10082.5	12772.5	12843.5	12531.5	11888.5	HMDB0060164	HMDB0060164
942	419.2557	11773.86022	C21H41O6P	-H(-)	CPA(18:0/0:0)	13164	20570	7171	12012	9426.5	11661	14024.5	13930.5	10819.5	13292	CHEBI:85805	CHEBI:85805
58	112.0513	82325.43872	C4H7N3O	-H(-)	Creatinine	9541	9231	6018	7656.5	10775	11944.5	10807.5	28958.5	10589.5	10876	C02362	C02362
605	283.0834	23797.31758	C13H16O7	-H(-)	Cresol glucuronide	28731	25841.5	16763	15955.5	29316	25153.5	29461.5	30535	27350.5	26808.5	HMDB0002586	HMDB0002586
283	187.0073	486046.6249	C7H8O4S	-H(-)	Cresol sulfate	70782.5	48976	198873	187972	72636.5	61765.5	70951	64957.5	156129	105503	HMDB0039226	HMDB0039226
226	170.0818	10248.70399	C8H13NO3	-H(-)	Crotanecine	7252	9499	6817	7585	15518	15550.5	7918.5	7383	10054.5	11489.5	C03817	C03817
962	429.1546	9791.055026	C23H26O8	-H(-)	Cubebinone	9933.5	7642	8297.5	7950	12916	11104	10438	9137.5	10597.5	10033.5	HMDB0007933	HMDB0007933
385	211.1343	86489.2309	C12H20O3	-H(-)	Cucurbic acid	99898	127579	65258.5	79286	114506.5	105231.5	102800.5	100475.5	97469.5	104746	C03033	C03033
156	147.0817	18104.07904	C10H12O	-H(-)	Cuminaldehyde	16303.5	17391.5	10882	12317.5	24600.5	25019.5	17913.5	16183.5	17928	17481	HMDB0132807	HMDB0132807
1246	934.2392	9757.082373	C42H47O24	-H(-)	Cyanidin O-[b-Glucopyranosy...	12756	9084	5808	6606.5	13325.5	14696.5	14782	14220	10325.5	10769	HMDB0124594	HMDB0124594
95	128.0095	9201.655423	C3H3N3O3	-H(-)	Cyanuric acid	6689	7179.5	6106	6526	7092.5	6273.5	6609.5	8632.5	7833	7532.5	HMDB0029939	HMDB0029939
639	293.0672	27543.93518	C14H14O7	-H(-)	Cyclic dehypoxanthine futal...	28188	26113.5	19430	20600	31635	29616	34699	32298	31063.5	28633	HMDB0037988	HMDB0037988
